,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm
76,6000000,Other,12423831,The Fourth Protocol,R,28.08.1987 00:00,6.5,7532,George Axelrod,1987,1,1.0706385,110,FALSE,4918,tt0093044,The Fourth Protocol,The Fourth Protocol,"Action, Drama, Thriller",GB,"cold war, agent",1987,-1.0014907597768146,0.261297313288557,-0.838548416928269
77,4000000,Other,800000,The Barbarians,R,20.03.1987 00:00,4.9,2538,Alberto Piferi,1987,0,-0.8,-80,FALSE,27551,tt0092615,The Barbarians,The Barbarians,"Fantasy, Adventure","IT, US","dragon, barbarian",1987,-1.0858052557991247,-1.6169031067116943,-0.9247022254362828
78,55000000,Columbia Pictures Corporation,14375181,Ishtar,PG-13,15.05.1987 00:00,4.2,9094,Elaine May,1987,0,-0.738633073,-70,FALSE,12704,tt0093278,Ishtar,Ishtar,"Action, Adventure, Comedy",US,"wilderness, sahara, beautiful woman, singer, escape, woman director",1987,1.064214392769783,-2.438615790461805,-0.8116016310072602
79,22000000,Other,11307844,Extreme Prejudice,R,24.04.1987 00:00,6.6,4924,John Milius,1987,0,-0.486007091,-50,FALSE,20287,tt0092997,Extreme Prejudice,Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",US,"robbery, texas, mexican standoff, texas ranger, organized crime, violence, drug, kingpin, modern western, neo-noir",1987,-0.32697479159833376,0.3786848395385723,-0.8835402336260864
80,4000000,Other,1680358,Matewan,PG-13,30.06.1988 00:00,7.9,6198,John Sayles,1987,0,-0.5799105,-60,FALSE,24276,tt0093509,Matewan,Matewan,Drama,US,independent film,1988,-1.0858052557991247,1.9047226807887776,-0.8615618691809103
81,9000000,Other,5406879,The Sicilian,R,23.10.1987 00:00,5.3,3889,Mario Puzo,1987,0,-0.399235667,-40,FALSE,31945,tt0093966,The Sicilian,The Sicilian,Drama,US,"sicily, sicilian mafia, sicilian",1987,-0.8750190157433494,-1.147353001711632,-0.9013954983048598
82,10000000,Other,3060858,Malone,R,1.05.1987 00:00,5.6,1959,Christopher Frank,1987,0,-0.6939142,-70,FALSE,27342,tt0093483,Malone,Malone,"Action, Thriller",US,"cia, assassin",1987,-0.8328617677321943,-0.795190422961585,-0.9346908227783212
83,6000000,Other,1432687,A Prayer for the Dying,R,11.09.1987 00:00,6.4,3731,Jack Higgins,1987,0,-0.761218833,-80,FALSE,33851,tt0093771,A Prayer for the Dying,A Prayer for the Dying,"Crime, Drama, Action, Thriller",GB,"bomber, ira",1987,-1.0014907597768146,0.14390978703854165,-0.9041212295311846
84,3520000,Other,562187,Steel Dawn,R,31.03.1988 00:00,5.0,3860,Doug Lefler,1987,0,-0.840287784,-80,FALSE,27786,tt0094033,Steel Dawn,Steel Dawn,"Action, Adventure, Science Fiction",US,"post-apocalyptic, independent film, water shortage, desert",1988,-1.106040734844479,-1.499515580461679,-0.9018957907451345
85,25000000,Warner Bros.,30950002,Nuts,R,11.12.1987 00:00,6.7,4996,Tom Topor,1987,1,0.23800008,20,FALSE,40634,tt0093660,Nuts,Nuts,Drama,US,"hearing, self-defense, court, murder",1987,-0.20050304756486861,0.49607236578858865,-0.8822981282571282
86,11000000,Other,25411386,Tin Men,R,13.03.1987 00:00,6.5,6960,Barry Levinson,1987,1,1.310126,130,FALSE,10896,tt0094155,Tin Men,Tin Men,"Comedy, Drama",US,"competition, friendship, hostility, car accident, salesmen",1987,-0.7907045197210393,0.261297313288557,-0.8484162540261031
87,3000000,Other,9868521,Maid to Order,PG,31.07.1987 00:00,5.5,2786,Amy Holden Jones,1987,1,2.289507,229,FALSE,2608,tt0093476,Maid to Order,Maid to Order,"Comedy, Fantasy",US,"wish, party, maid, woman director, fairy godmother, weird couple",1987,-1.1279625038102796,-0.9125779492116004,-0.9204238624987602
88,1000000,Other,210200,Straight to Hell,R,26.06.1987 00:00,5.8,1924,Alex Cox,1987,0,-0.7898,-80,FALSE,9698,tt0094048,Straight to Hell,Straight to Hell,"Action, Western, Comedy, Crime",GB,"punk, independent film, anarchic comedy",1987,-1.2122769998325897,-0.5604153704615534,-0.9352946239993425
89,12000000,TriStar Pictures,5669831,Nadine,PG,7.08.1987 00:00,5.5,3267,Robert Benton,1987,0,-0.527514083,-50,FALSE,61178,tt0093596,Nadine,Nadine,"Action, Comedy, Romance",US,"texas, murder, on the run",1987,-0.7485472717098842,-0.9125779492116004,-0.9121259085755815
90,1100000,Other,1355728,From a Whisper to a Scream,R,4.09.1987 00:00,6.0,1489,C. Courtney Joyner,1987,1,0.23248,20,FALSE,39895,tt0091671,From a Whisper to a Scream,From a Whisper to a Scream,"Comedy, Horror",US,"civil war, narration, voodoo, necrophilia, anthology, librarian, freak show",1987,-1.2080612750314743,-0.3256403179615217,-0.9427990106034646
91,5000000,Other,858250,Tough Guys Don't Dance,R,18.09.1987 00:00,4.8,1025,Norman Mailer,1987,0,-0.82835,-80,FALSE,78146,tt0094169,Tough Guys Don't Dance,Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",US,"gay, amnesia, massachusetts, police chief, murder, cancer, wealth, neo-noir",1987,-1.0436480077879695,-1.7342906329617107,-0.9508036896478615
92,14000000,Paramount Pictures,20240502,Critical Condition,R,16.01.1987 00:00,5.2,2453,Denis Hamill,1987,1,0.445750143,40,FALSE,31563,tt0092798,Critical Condition,Critical Condition,Comedy,US,"hurricane, con artist",1987,-0.6642327756875741,-1.2647405279616475,-0.9261685998301916
93,39000000,Other,128152300,Coming to America,R,29.06.1988 00:00,7.0,130485,Eddie Murphy,1988,1,2.28595641,229,FALSE,9602,tt0094898,Coming to America,Coming to America,"Comedy, Romance",US,"fast food restaurant, prince, heir to the throne, fish out of water, new york city, fake identity, duringcreditsstinger, searching for love",1988,0.38969842459130205,0.8482349445386357,1.2825707695927195
94,35000000,Metro-Goldwyn-Mayer (MGM),57269863,Willow,PG,20.05.1988 00:00,7.3,86056,George Lucas,1988,1,0.6362818,60,FALSE,847,tt0096446,Willow,Willow,"Adventure, Drama, Action",US,"prophecy, falsely accused, baby, monster, hero, queen, traitor, magic, fantasy, castle, sorcerer's apprentice, black magic, aggression by animal, mission",1988,0.22106943254668185,1.2003975232886828,0.5161054996282534
95,3000000,Other,1108462,Heathers,R,31.03.1989 00:00,7.3,67238,Daniel Waters,1988,0,-0.630512667,-60,FALSE,2640,tt0097493,Heathers,Heathers,"Thriller, Comedy, Drama",US,"suicide, diary, friendship, high school, dark comedy, clique",1989,-1.1279625038102796,1.2003975232886828,0.19146746028027523
96,4000000,Other,13008928,They Live,R,4.11.1988 00:00,7.3,83379,Ray Nelson,1988,1,2.252232,229,FALSE,8337,tt0096256,They Live,They Live,"Action, Horror, Science Fiction, Thriller",US,"dystopia, social commentary, alien invasion, sunglasses, brawl",1988,-1.0858052557991247,1.2003975232886828,0.46992333195185115
97,3500000,Other,4385516,Pumpkinhead,R,13.01.1989 00:00,6.2,15572,Ed Justin,1988,1,0.253004571,30,FALSE,26515,tt0095925,Pumpkinhead,Pumpkinhead,"Fantasy, Horror",US,"witch, cabin, death of a child, murder, pumpkin, demon, evil, storekeeper, vengeance",1989,-1.106883879804702,-0.09086526546149003,-0.6998466507279425
98,30000000,Universal Pictures,38413606,Midnight Run,R,20.07.1988 00:00,7.6,58318,George Gallo,1988,1,0.280453533,30,FALSE,9013,tt0095631,Midnight Run,Midnight Run,"Adventure, Comedy, Crime",US,"crooked lawyer, bail jumper, mafia accountant, stretch limousine, manhattan, new york city, southwestern u.s., bus station, police surveillance",1988,0.010283192490906621,1.5525601020387296,0.0375844062371269
99,3000000,Other,11090735,Hellbound: Hellraiser II,R,23.12.1988 00:00,6.5,33241,Clive Barker,1988,1,2.696911667,270,FALSE,9064,tt0095294,Hellbound: Hellraiser II,Hellbound: Hellraiser II,"Horror, Thriller",GB,"seduction, pain, hell, pinhead, sequel, betrayal, mad doctor, blood, sexual imagery, torture, demon, skin, puzzle box, labyrinth, mattress, british soldier, ring of fire, self mutilation, cenobites, mental hospital",1988,-1.1279625038102796,0.261297313288557,-0.3950305428929214
100,15000000,Other,34603943,Mississippi Burning,R,27.01.1989 00:00,7.8,70539,Chris Gerolmo,1988,1,1.306929533,130,FALSE,1632,tt0095647,Mississippi Burning,Mississippi Burning,"Thriller, Crime, Drama",US,"suicide, ku klux klan, mississippi, sheriff, shotgun, deputy sheriff, fbi, motel, funeral, u.s. navy, victim of murder, burning cross, police, rope, racism, violence, fbi agent, based on true events",1989,-0.622075527676419,1.7873351545387612,0.24841454115431477
101,28000000,Twentieth Century Fox Film Corporation,64000000,Working Girl,R,21.12.1988 00:00,6.7,44277,Kevin Wade,1988,1,1.285714286,130,FALSE,3525,tt0096463,Working Girl,Working Girl,"Comedy, Drama, Romance",US,"love triangle, clerk, business, new york city",1988,-0.07403130353140347,0.49607236578858865,-0.2046433921731697
102,12500000,Universal Pictures,48092846,The Land Before Time,G,18.11.1988 00:00,7.4,66623,Stu Krieger,1988,1,2.84742768,280,FALSE,12144,tt0095489,The Land Before Time,The Land Before Time,"Animation, Adventure, Family","IE, US","vulkan, loss of mother, tyrannosaurus rex, earthquake, primitive time, dinosaur",1988,-0.7274686477043067,1.3177850495386991,0.18085781025375772
103,17000000,Other,10006806,The Unbearable Lightness of Being,R,5.02.1988 00:00,7.4,28868,Milan Kundera,1988,0,-0.411364353,-40,FALSE,10644,tt0096332,The Unbearable Lightness of Being,The Unbearable Lightness of Being,"Comedy, Romance",US,"free love, infidelity, loyalty, soviet union, soviet troops, prague, lover, partnership, communism",1988,-0.537761031654109,1.3177850495386991,-0.47047119259367115
104,5000000,Other,17768757,Halloween 4: The Return of Michael Myers,R,21.10.1988 00:00,5.9,32498,Dhani Lipsius,1988,1,2.5537514,260,FALSE,11357,tt0095271,Halloween 4: The Return of Michael Myers,Halloween 4: The Return of Michael Myers,"Horror, Thriller",US,"sheriff, scissors, ambulance, halloween, twist, knife, sequel, murder, serial killer, masked killer, blood, niece, evil, michael myers, october",1988,-1.0436480077879695,-0.443027844211537,-0.4078483802420312
105,13000000,Other,45661556,Young Guns,R,12.08.1988 00:00,6.8,45768,John Fusco,1988,1,2.512427385,250,FALSE,11967,tt0096487,Young Guns,Young Guns,"Crime, Action, Adventure, Drama, Western",US,"corruption, sheriff, deputy sheriff, ranch, billy the kid, outlaw, neighbor",1988,-0.7063900236987292,0.613459892038604,-0.1789214601576614
106,6000000,Other,12793213,Mystic Pizza,R,21.10.1988 00:00,6.2,20071,Amy Holden Jones,1988,1,1.132202167,110,FALSE,11191,tt0095690,Mystic Pizza,Mystic Pizza,"Comedy, Drama, Romance",US,"independent film, commitment, lobster, portuguese american",1988,-1.0014907597768146,-0.09086526546149003,-0.622232316631516
107,63000000,Other,53715611,Rambo III,R,25.05.1988 00:00,5.7,99555,David Morrell,1988,0,-0.147371254,-10,FALSE,1370,tt0095956,Rambo III,Rambo III,"Action, Adventure, Thriller, War",US,"competition, submachine gun, soviet union, liberation, russian, soviet troops, thailand, freedom fighter, afghanistan, war on freedom, machinegun, mujahid, reality show, western, japanese food, soap opera",1988,1.4014723768590232,-0.6778028967115687,0.7489830048444484
108,7000000,Universal Pictures,7630564,The Last Temptation of Christ,R,12.03.2004 00:00,7.6,42782,Nikos Kazantzakis,1988,1,0.090080571,10,FALSE,11051,tt0095497,The Last Temptation of Christ,The Last Temptation of Christ,Drama,"US, CA","christianity, traitor, jesus christ, roman, crucifixion, longing, moral conflict, cross, blasphemy, temptation, mary magdalene",2004,-0.9593335117656595,1.5525601020387296,-0.23043433004250904
109,13000000,New Line Cinema,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19.08.1988 00:00,5.7,39701,Wes Craven,1988,1,2.797684538,280,FALSE,10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",US,"martial arts, nightmare, supernatural, high school, resurrection, sequel, diner, alcoholic, disfigurement, dreams",1988,-0.7063900236987292,-0.6778028967115687,-0.28358608895584314
110,24000000,Other,41455230,The Great Outdoors,PG,17.06.1988 00:00,6.6,31340,John Hughes,1988,1,0.72730125,70,FALSE,2617,tt0095253,The Great Outdoors,The Great Outdoors,Comedy,US,"holiday, roommate, attachment to nature, grizzly bear, best friend",1988,-0.24266029557602367,0.3786848395385723,-0.42782557492610807
111,7500000,Warner Bros.,18869631,Above the Law,R,22.04.1988 00:00,6.0,24061,Andrew Davis,1988,1,1.5159508,150,FALSE,9395,tt0094602,Above the Law,Above the Law,"Action, Adventure, Drama, Thriller","HK, US","corruption, chicago, cia, martial arts, senator, vietnam, cop, torture, drug lord",1988,-0.9382548877600819,-0.3256403179615217,-0.5533989774350853
112,10000000,Other,3916303,Earth Girls Are Easy,PG,12.05.1989 00:00,5.2,17315,Julie Brown,1988,0,-0.6083697,-60,FALSE,2210,tt0097257,Earth Girls Are Easy,Earth Girls Are Easy,"Music, Comedy, Drama, Romance, Science Fiction","GB, US","dancing, sex, dream, musical, police, bikini, swimming pool, beauty salon, romantic comedy, spaceship, romance, alien, furry, hospital, makeover, nosy neighbor, discotheque, valley girl",1989,-0.8328617677321943,-1.2647405279616475,-0.6697773499210806
113,31000000,Other,74151346,Oliver & Company,G,18.11.1988 00:00,6.7,35531,Jim Cox,1988,1,1.391978903,140,FALSE,12233,tt0095776,Oliver & Company,Oliver & Company,"Animation, Comedy, Family",US,"new york city, kitten, great dane",1988,0.05244044050206167,0.49607236578858865,-0.3555246915746692
114,31000000,Warner Bros.,37903295,The Dead Pool,R,13.07.1988 00:00,6.3,33312,Harry Julian Fink,1988,1,0.222686935,20,FALSE,10651,tt0094963,The Dead Pool,The Dead Pool,"Action, Crime, Thriller",US,"prison, detective, gun, fight, chinatown, hitman, media, police, stalker, sequel, murder, mafia, reporter, gangster, explosion, violence, neo-noir",1988,0.05244044050206167,0.026522260788525286,-0.393805688987421
115,32000000,Paramount Pictures,60328558,Scrooged,PG-13,23.11.1988 00:00,7.0,68098,Mitch Glazer,1988,1,0.885267438,90,FALSE,9647,tt0096061,Scrooged,Scrooged,"Fantasy, Comedy, Drama",US,"holiday, tv ratings, comedy, scrooge, christmas carol, ghost, duringcreditsstinger, christmas",1988,0.09459768851321672,0.8482349445386357,0.206303718853942
116,23000000,Other,41292551,Tequila Sunrise,R,2.12.1988 00:00,6.0,24708,Robert Towne,1988,1,0.795328304,80,FALSE,10396,tt0096244,Tequila Sunrise,Tequila Sunrise,"Action, Adventure, Crime, Romance, Thriller",US,"restaurant, drug dealer, shadowing, restaurant owner, cop, best friend",1988,-0.2848175435871787,-0.3256403179615217,-0.5422372805779196
117,20000000,Warner Bros.,17637950,Frantic,R,26.02.1988 00:00,6.9,41608,Roman Polanski,1988,0,-0.1181025,-10,FALSE,10675,tt0095174,Frantic,Frantic,"Crime, Drama, Mystery, Thriller","FR, US","wife husband relationship, married couple, wife, man-woman relation, man looking for wife",1988,-0.4112892876206439,0.7308474182886203,-0.25068754814190997
118,8000000,Twentieth Century Fox Film Corporation,22433275,License to Drive,PG-13,6.07.1988 00:00,6.3,14929,Neil Tolkin,1988,1,1.804159375,180,FALSE,13704,tt0095519,License to Drive,License to Drive,"Comedy, Family",US,"champagne, ferrari, driving test, underage drinking, drunk driving, teem",1988,-0.9171762637545045,0.026522260788525286,-0.710939341731277
119,46630000,Other,8083123,The Adventures of Baron Munchausen,PG,10.03.1989 00:00,7.2,43852,Charles McKeown,1988,0,-0.826654021,-80,FALSE,14506,tt0096764,The Adventures of Baron Munchausen,The Adventures of Baron Munchausen,"Action, Adventure, Comedy, Fantasy","IT, GB","moon, monster, hot air balloon, war, baron, story telling, european, roman mythology",1989,0.711358226916415,1.0830099970386673,-0.21197526414271434
120,13000000,Other,9134733,Dead Ringers,R,23.09.1988 00:00,7.3,32130,David Cronenberg,1988,0,-0.297328231,-30,FALSE,9540,tt0094964,Dead Ringers,Dead Ringers,"Drama, Horror, Thriller","CA, US","nurse, sex, based on novel, bondage, obsession, nudity, sadism, sadomasochism, twin brother, murder, prostitution, drug, twins, receptionist, extramarital affair, medical profession, gynecologist, voyeurism, spectacle, body horror, identical twins",1988,-0.7063900236987292,1.2003975232886828,-0.41419691879448395
121,10500000,Metro-Goldwyn-Mayer (MGM),14114488,Poltergeist III,PG-13,10.06.1988 00:00,4.6,14165,Gary Sherman,1988,1,0.344236952,30,FALSE,10306,tt0095889,Poltergeist III,Poltergeist III,"Horror, Thriller",US,"chicago, religion and supernatural, supernatural powers, devil, demon",1988,-0.8117831437266168,-1.9690656854617425,-0.7241194598129996
122,22000000,Other,17550399,Johnny Be Good,R,25.03.1988 00:00,4.5,5006,Steve Zacharias,1988,0,-0.202254591,-20,FALSE,20443,tt0095409,Johnny Be Good,Johnny Be Good,Comedy,US,sport,1988,-0.32697479159833376,-2.0864532117117576,-0.8821256136225507
123,1100000,Other,671382,Maniac Cop,R,13.05.1988 00:00,6.0,10850,Larry Cohen,1988,0,-0.389652727,-40,FALSE,14240,tt0095583,Maniac Cop,Maniac Cop,"Thriller, Action, Horror",US,"investigation, police, serial killer, police officer killed, slasher, new york city, maniac, cult film",1988,-1.2080612750314743,-0.3256403179615217,-0.7813080611754477
124,10000000,Other,21486757,Married to the Mob,R,19.08.1988 00:00,6.1,13416,Barry Strugatz,1988,1,1.1486757,110,FALSE,2321,tt0095593,Married to the Mob,Married to the Mob,"Comedy, Crime, Romance",US,"fbi, romantic comedy, mobster, italian american, starting over",1988,-0.8328617677321943,-0.2082527917115064,-0.7370408059428559
125,3000000,Other,2835116,Running on Empty,PG-13,9.09.1988 00:00,7.7,11312,Naomi Foner,1988,0,-0.054961333,-10,FALSE,18197,tt0096018,Running on Empty,Running on Empty,Drama,US,"vietnam war, hiding, protestors",1988,-1.1279625038102796,1.669947628288746,-0.7733378850579662
126,4500000,New Line Cinema,3813293,Critters 2,PG-13,29.04.1988 00:00,5.3,11122,David Twohy,1988,0,-0.152601556,-20,FALSE,10127,tt0094919,Critters 2,Critters 2,"Comedy, Horror, Science Fiction, Thriller",US,"female nudity, bounty hunter, small town, nudity, kansas, sequel, spaceship, easter, easter bunny, alien, reporter, eggs, creature, explosion, violence, dog, flesh eating, shape shifter, torso cut in half, man eating monster, pitchfork, spit take, newspaper reporter, playboy magazine, hamburgers, easter egg hunt",1988,-1.064726631793547,-1.147353001711632,-0.7766156631149391
