adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited
FALSE,28033,tt0114571,Stuart Saves His Family,Stuart Saves His Family,"Comedy, Drama","DE, US"
FALSE,22586,tt0111333,The Swan Princess,The Swan Princess,Animation,US
FALSE,14334,tt0111112,The Secret of Roan Inish,The Secret of Roan Inish,"Drama, Family, Fantasy","IE, US"
FALSE,2636,tt0111255,The Specialist,The Specialist,"Action, Thriller","PE, US"
FALSE,2164,tt0111282,Stargate,Stargate,"Action, Adventure, Science Fiction","FR, US"
FALSE,11395,tt0111070,The Santa Clause,The Santa Clause,"Fantasy, Drama, Comedy, Family",US
FALSE,278,tt0111161,The Shawshank Redemption,The Shawshank Redemption,"Drama, Crime",US
FALSE,9905,tt0111149,Shallow Grave,Shallow Grave,"Crime, Thriller",GB
FALSE,87078,tt0108260,Suture,Suture,"Drama, Thriller",US
FALSE,12527,tt0106966,Fresa y chocolate,Strawberry and Chocolate,"Comedy, Drama","CU, ES"
FALSE,20306,tt0114594,Swimming with Sharks,Swimming with Sharks,"Crime, Comedy",US
FALSE,36614,tt0111309,The Sum of Us,The Sum of Us,"Comedy, Drama, Romance",AU
FALSE,27993,tt0113936,Senior Trip,Senior Trip,Comedy,"CA, US"
FALSE,31439,tt0110081,活着,To Live,"Drama, Romance, War","CN, HK"
FALSE,9067,tt0114614,Tank Girl,Tank Girl,"Action, Comedy, Fantasy, Science Fiction",US
FALSE,9059,tt0114608,Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight,"Horror, Comedy, Thriller",US
FALSE,193,tt0111280,Star Trek: Generations,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",US
FALSE,25066,tt0114609,Tales from the Hood,Tales from the Hood,"Crime, Horror, Thriller",US
FALSE,46797,tt0111454,Tom & Viv,Tom & Viv,"Drama, Romance","GB, US"
FALSE,12122,tt0114852,Village of the Damned,Village of the Damned,"Thriller, Horror, Science Fiction",US
FALSE,11381,tt0114694,Tommy Boy,Tommy Boy,Comedy,US
FALSE,32636,tt0111590,Vanya on 42nd Street,Vanya on 42nd Street,"Drama, Romance",US
FALSE,36141,tt0114788,The Underneath,The Underneath,"Thriller, Crime",US
FALSE,95963,tt0114888,The Walking Dead,The Walking Dead,"Drama, War",US
FALSE,1587,tt0108550,What's Eating Gilbert Grape,What's Eating Gilbert Grape,"Romance, Drama",US
FALSE,9271,tt0114857,Virtuosity,Virtuosity,"Action, Crime, Science Fiction, Thriller",US
FALSE,2064,tt0114924,While You Were Sleeping,While You Were Sleeping,"Comedy, Drama, Romance",US
FALSE,19855,tt0111667,The War,The War,Drama,US
FALSE,60855,tt0109655,Double Happiness,Double Happiness,"Comedy, Romance",CA
FALSE,236,tt0110598,Muriel's Wedding,Muriel's Wedding,"Drama, Comedy, Romance","AU, FR"
FALSE,48287,tt0112435,The Baby-Sitters Club,The Baby-Sitters Club,"Comedy, Drama, Family",US
FALSE,3049,tt0109040,Ace Ventura: Pet Detective,Ace Ventura: Pet Detective,"Comedy, Mystery",US
FALSE,2759,tt0109045,"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert","Drama, Comedy",AU
FALSE,12635,tt0106339,Backbeat,Backbeat,"Drama, Music","DE, GB"
FALSE,10497,tt0104779,Bitter Moon,Bitter Moon,"Thriller, Drama, Romance","FR, GB, US"
FALSE,11382,tt0109348,Bullets Over Broadway,Bullets Over Broadway,"Action, Comedy, Thriller",US
FALSE,9331,tt0109444,Clear and Present Danger,Clear and Present Danger,"Action, Drama, Thriller",US
FALSE,10731,tt0109446,The Client,The Client,"Drama, Thriller, Crime, Mystery",US
FALSE,10464,tt0109484,"Corrina, Corrina","Corrina, Corrina","Comedy, Drama, Family, Romance",US
FALSE,34152,tt0109504,Crooklyn,Crooklyn,"Comedy, Drama",US
FALSE,9495,tt0109506,The Crow,The Crow,"Fantasy, Action, Thriller",US
FALSE,29973,tt0109450,Cobb,Cobb,Drama,US
FALSE,888,tt0109813,The Flintstones,The Flintstones,"Fantasy, Comedy, Family",US
FALSE,13,tt0109830,Forrest Gump,Forrest Gump,"Comedy, Drama, Romance",US
FALSE,712,tt0109831,Four Weddings and a Funeral,Four Weddings and a Funeral,"Comedy, Drama, Romance",GB
FALSE,16295,tt0113305,Higher Learning,Higher Learning,"Romance, Drama, Crime",US
FALSE,48992,tt0110091,I Like It Like That,I Like It Like That,"Comedy, Drama, Romance",US
FALSE,10879,tt0110093,I Love Trouble,I Love Trouble,"Action, Comedy, Romance",US
FALSE,10660,tt0110167,It Could Happen to You,It Could Happen to You,"Comedy, Drama, Romance",US
FALSE,10714,tt0110213,The Jungle Book,The Jungle Book,"Adventure, Drama, Family",US
FALSE,41647,tt0107472,Die Macht der Bilder: Leni Riefenstahl,"The Wonderful, Horrible Life of Leni Riefenstahl","Documentary, Foreign","FR, GB, DE, BE"
FALSE,8587,tt0110357,The Lion King,The Lion King,"Family, Animation, Drama",US
FALSE,1689,tt0107426,Little Buddha,Little Buddha,"Drama, History","FR, IT, LI, GB"
FALSE,11596,tt0111686,New Nightmare,New Nightmare,"Horror, Thriller, Mystery, Fantasy",US
FALSE,854,tt0110475,The Mask,The Mask,"Romance, Comedy, Crime, Fantasy",US
FALSE,9359,tt0110478,Maverick,Maverick,"Action, Adventure, Comedy, Drama, Western",US
FALSE,23333,tt0110588,Mrs. Parker and the Vicious Circle,Mrs. Parker and the Vicious Circle,Drama,US
FALSE,36593,tt0110622,The Naked Gun 33⅓: The Final Insult,The Naked Gun 33⅓: The Final Insult,"Comedy, Crime",US
FALSE,12280,tt0110771,The Paper,The Paper,"Comedy, Drama",US
FALSE,2788,tt0110950,Reality Bites,Reality Bites,Drama,US
FALSE,10427,tt0105226,Red Rock West,Red Rock West,"Crime, Drama, Thriller",US
FALSE,11011,tt0110989,Ri¢hie Ri¢h,Ri¢hie Ri¢h,"Comedy, Family",US
FALSE,49803,tt0111054,Safe Passage,Safe Passage,Drama,US
FALSE,8987,tt0110997,The River Wild,The River Wild,"Action, Adventure, Crime, Thriller",US
FALSE,1637,tt0111257,Speed,Speed,"Action, Adventure, Crime",US
FALSE,15128,tt0111256,Speechless,Speechless,"Comedy, Romance",US
FALSE,8831,tt0111438,Timecop,Timecop,"Thriller, Science Fiction, Action, Crime","JP, US"
FALSE,36955,tt0111503,True Lies,True Lies,"Action, Thriller",US
FALSE,10449,tt0111693,When a Man Loves a Woman,When a Man Loves a Woman,"Drama, Romance",US
FALSE,10395,tt0111742,Wolf,Wolf,Fantasy,US
FALSE,12160,tt0111756,Wyatt Earp,Wyatt Earp,"Drama, Action, Western",US
FALSE,40480,tt0112443,Bad Company,Bad Company,"Action, Crime, Romance, Thriller",US
FALSE,52038,tt0110455,A Man of No Importance,A Man of No Importance,"Comedy, Drama","GB, IE"
FALSE,29444,tt0111048,S.F.W.,S.F.W.,"Comedy, Drama",US
FALSE,26352,tt0110399,A Low Down Dirty Shame,A Low Down Dirty Shame,"Action, Comedy, Crime",US
FALSE,39953,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation","Boys Life: Three Stories of Love, Lust, and Liberation",Drama,US
FALSE,41580,tt0109454,Le colonel Chabert,Colonel Chabert,Drama,FR
FALSE,315,tt0059170,"Faster, Pussycat! Kill! Kill!","Faster, Pussycat! Kill! Kill!","Action, Crime",US
FALSE,22067,tt0110186,Jason's Lyric,Jason's Lyric,"Crime, Drama, Romance",US
FALSE,18242,tt0108069,The Secret Adventures of Tom Thumb,The Secret Adventures of Tom Thumb,"Animation, Science Fiction",GB
FALSE,11667,tt0111301,Street Fighter,Street Fighter,"Action, Adventure, Thriller","JP, US"
FALSE,32502,tt0112702,Coldblooded,Coldblooded,"Action, Comedy",US
FALSE,267188,tt0112849,Desert Winds,Desert Winds,,NA
FALSE,28732,tt0113014,Fall Time,Fall Time,"Action, Adventure, Crime, Drama, Thriller",US
FALSE,75555,tt0113043,The Fear,The Fear,"Horror, Thriller",US
FALSE,42981,tt0113104,Frank and Ollie,Frank and Ollie,Documentary,US
FALSE,278939,tt0113173,Girl in the Cadillac,Girl in the Cadillac,"Romance, Adventure, Crime, Drama",US
FALSE,291731,tt0113319,Homage,Homage,"Thriller, Drama",US
FALSE,226229,tt0113827,Mirage,Mirage,"Action, Thriller",NA
FALSE,203119,tt0114047,Open Season,Open Season,Comedy,US
FALSE,172923,tt0112889,Dos Crímenes,Dos Crímenes,,NA
FALSE,316098,tt0109339,Brother Minister: The Assassination of Malcolm X,Brother Minister: The Assassination of Malcolm X,Documentary,NA
FALSE,8011,tt0110027,Highlander III: The Sorcerer,Highlander: The Final Dimension,"Action, Fantasy, Science Fiction","CA, FR, GB"
FALSE,171857,tt0109785,Federal Hill,Federal Hill,,NA
FALSE,2654,tt0113409,In the Mouth of Madness,In the Mouth of Madness,"Horror, Mystery, Thriller",US
FALSE,18069,tt0109021,8 Seconds,8 Seconds,"Drama, Romance",US
FALSE,19092,tt0109035,Above the Rim,Above the Rim,"Crime, Drama",US
FALSE,2758,tt0106220,Addams Family Values,Addams Family Values,"Comedy, Family, Fantasy",US
FALSE,38129,tt0111804,Martin Lawrence: You So Crazy,Martin Lawrence: You So Crazy,Comedy,US
FALSE,10436,tt0106226,The Age of Innocence,The Age of Innocence,"Drama, Romance",US
FALSE,13595,tt0109068,Airheads,Airheads,"Comedy, Crime, Music",US
FALSE,46094,tt0109067,The Air Up There,The Air Up There,"Comedy, Family",US
FALSE,9409,tt0106292,Another Stakeout,Another Stakeout,"Action, Comedy",US
FALSE,11853,tt0109198,Bad Girls,Bad Girls,"Action, Adventure, Comedy, Drama, Western",US
FALSE,16771,tt0109219,Barcelona,Barcelona,"Comedy, Drama, Romance",US
FALSE,46924,tt0106379,Being Human,Being Human,"Drama, Comedy, Fantasy","JP, GB"
FALSE,11041,tt0106400,The Beverly Hillbillies,The Beverly Hillbillies,Comedy,US
FALSE,306,tt0109254,Beverly Hills Cop III,Beverly Hills Cop III,"Action, Comedy, Crime",US
FALSE,14522,tt0109279,Black Beauty,Black Beauty,"Action, Adventure, Drama, Family","GB, US"
FALSE,26203,tt0109297,Blink,Blink,"Mystery, Crime, Drama, Thriller",US
FALSE,178,tt0109303,Blown Away,Blown Away,"Drama, Action, Thriller",US
FALSE,19819,tt0109305,Blue Chips,Blue Chips,Drama,US
FALSE,57834,tt0109306,Blue Sky,Blue Sky,"Drama, Romance",US
FALSE,4722,tt0106452,Body Snatchers,Body Snatchers,"Horror, Science Fiction, Thriller",US
FALSE,18215,tt0106471,Boxing Helena,Boxing Helena,"Drama, Romance",US
FALSE,1607,tt0106489,A Bronx Tale,A Bronx Tale,"Drama, Crime",US
FALSE,26391,tt0109361,Cabin Boy,Cabin Boy,Comedy,US
FALSE,117553,tt0106505,Calendar Girl,Calendar Girl,"Drama, Comedy",US
FALSE,6075,tt0106519,Carlito's Way,Carlito's Way,"Action, Crime, Drama, Thriller",US
FALSE,11310,tt0109439,City Slickers II: The Legend of Curly's Gold,City Slickers II: The Legend of Curly's Gold,"Action, Comedy, Drama, Western",US
FALSE,18658,tt0109443,Clean Slate,Clean Slate,"Comedy, Thriller, Mystery",US
FALSE,9350,tt0106582,Cliffhanger,Cliffhanger,"Action, Adventure, Thriller","FR, IT, US"
FALSE,9612,tt0106598,Coneheads,Coneheads,"Comedy, Science Fiction, Family",US
FALSE,2124,tt0109456,Color of Night,Color of Night,"Drama, Mystery, Romance, Thriller",US
FALSE,26261,tt0109480,Cops & Robbersons,Cops & Robbersons,"Action, Comedy, Family",US
FALSE,19176,tt0109493,The Cowboy Way,The Cowboy Way,"Western, Action, Comedy",US
FALSE,49299,tt0106660,Dangerous Game,Dangerous Game,Drama,US
FALSE,11566,tt0106673,Dave,Dave,Comedy,US
FALSE,9571,tt0106677,Dazed and Confused,Dazed and Confused,"Comedy, Drama",US
FALSE,9739,tt0106697,Demolition Man,Demolition Man,"Crime, Action, Science Fiction",US
FALSE,24257,tt0109729,The Endless Summer 2,The Endless Summer 2,Documentary,US
FALSE,34444,tt0106834,Even Cowgirls Get the Blues,Even Cowgirls Get the Blues,"Western, Drama, Comedy, Romance",US
FALSE,26141,tt0106873,Fatal Instinct,Fatal Instinct,Comedy,US
FALSE,10997,tt0106332,霸王别姬,Farewell My Concubine,Drama,"CN, HK"
FALSE,50463,tt0109783,The Favor,The Favor,"Drama, Comedy, Romance",US
FALSE,10443,tt0106881,Fearless,Fearless,Drama,US
FALSE,20239,tt0106880,Fear of a Black Hat,Fear of a Black Hat,Comedy,"GB, US"
FALSE,16297,tt0111732,With Honors,With Honors,"Comedy, Drama",US
FALSE,18551,tt0106926,Flesh and Bone,Flesh and Bone,"Drama, Mystery, Romance",US
FALSE,25440,tt0111712,Widows' Peak,Widows' Peak,"Comedy, Thriller, Mystery, Romance, Foreign","IE, GB"
FALSE,9024,tt0106941,For Love or Money,For Love or Money,"Comedy, Romance",US
FALSE,37233,tt0106918,The Firm,The Firm,"Drama, Mystery, Thriller",US
FALSE,1634,tt0106965,Free Willy,Free Willy,"Family, Adventure","FR, US"
FALSE,13815,tt0109842,Fresh,Fresh,"Crime, Drama, Thriller","FR, US"
FALSE,5503,tt0106977,The Fugitive,The Fugitive,"Adventure, Action, Thriller, Crime, Mystery",US
FALSE,35588,tt0107004,Geronimo: An American Legend,Geronimo: An American Legend,"History, Action, Drama, Western",US
FALSE,2087,tt0109890,The Getaway,The Getaway,"Drama, Action, Thriller","JP, US"
FALSE,41579,tt0109891,Getting Even with Dad,Getting Even with Dad,"Family, Comedy, Crime",US
FALSE,18620,tt0109913,Go Fish,Go Fish,"Drama, Romance",US
FALSE,41006,tt0109920,A Good Man in Africa,A Good Man in Africa,"Comedy, Drama","ZA, US"
FALSE,4916,tt0107057,Guilty as Sin,Guilty as Sin,"Drama, Thriller",US
FALSE,2019,tt0107076,Hard Target,Hard Target,"Action, Adventure, Crime, Thriller",US
FALSE,31642,tt0107096,Heaven & Earth,Heaven & Earth,"History, War, Action, Drama","FR, US"
FALSE,9255,tt0107144,Hot Shots! Part Deux,Hot Shots! Part Deux,"Action, Comedy, War",US
FALSE,26271,tt0113674,Live Nude Girls,Live Nude Girls,Comedy,US
FALSE,10612,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,The Englishman Who Went Up a Hill But Came Down a Mountain,"Drama, Comedy, Romance",GB
FALSE,2259,tt0107151,The House of the Spirits,The House of the Spirits,"Romance, Drama","DK, FR, DE, PT, US"
FALSE,16097,tt0110064,House Party 3,House Party 3,Comedy,NA
FALSE,11934,tt0110074,The Hudsucker Proxy,The Hudsucker Proxy,"Comedy, Drama","DE, GB, US"
FALSE,106143,tt0110097,I'll Do Anything,I'll Do Anything,"Comedy, Drama",US
FALSE,12475,tt0110123,In the Army Now,In the Army Now,Comedy,US
FALSE,9386,tt0107206,In the Line of Fire,In the Line of Fire,"Action, Drama, Thriller, Crime, Mystery",US
FALSE,7984,tt0107207,In the Name of the Father,In the Name of the Father,Drama,"GB, IE"
FALSE,59930,tt0110137,The Inkwell,The Inkwell,"Comedy, Drama, Romance",US
FALSE,15765,tt0108551,What's Love Got to Do with It,What's Love Got to Do with It,"Drama, Music",US
FALSE,31643,tt0110197,Jimmy Hollywood,Jimmy Hollywood,Comedy,US
FALSE,6,tt0107286,Judgment Night,Judgment Night,"Action, Thriller, Crime","JP, US"
FALSE,329,tt0107290,Jurassic Park,Jurassic Park,"Adventure, Science Fiction",US
FALSE,10909,tt0107302,Kalifornia,Kalifornia,"Thriller, Crime",US
FALSE,507,tt0110265,Killing Zoe,Killing Zoe,"Action, Crime, Drama, Thriller","FR, US"
FALSE,34024,tt0107322,King of the Hill,King of the Hill,Drama,US
FALSE,29918,tt0110305,Lassie,Lassie,"Action, Adventure, Drama, Family",US
FALSE,9593,tt0107362,Last Action Hero,Last Action Hero,"Adventure, Fantasy, Action, Comedy, Family",US
FALSE,42580,tt0107413,Life With Mikey,Life With Mikey,"Comedy, Family",US
FALSE,22317,tt0110353,Lightning Jack,Lightning Jack,"Action, Comedy, Western","AU, US"
FALSE,1413,tt0107468,M. Butterfly,M. Butterfly,"Drama, Romance",US
FALSE,12121,tt0107478,Made in America,Made in America,Comedy,"FR, US"
FALSE,2246,tt0107497,Malice,Malice,"Drama, Crime",US
FALSE,10502,tt0107501,The Man without a Face,The Man without a Face,Drama,US
FALSE,10440,tt0107507,Manhattan Murder Mystery,Manhattan Murder Mystery,"Comedy, Mystery",US
FALSE,9516,tt0107554,Menace II Society,Menace II Society,"Drama, Action, Crime",US
FALSE,2320,tt0116253,Executive Decision,Executive Decision,"Action, Adventure, Drama, Thriller",US
FALSE,5879,tt0074102,愛のコリーダ,In the Realm of the Senses,"Drama, Romance",JP
FALSE,83718,tt0111689,What Happened Was...,What Happened Was...,"Thriller, Comedy, Drama, Romance",US
FALSE,11971,tt0107616,Much Ado About Nothing,Much Ado About Nothing,"Drama, Comedy, Romance","GB, US"
FALSE,2625,tt0107611,Mr. Jones,Mr. Jones,"Drama, Romance",US
FALSE,31911,tt0107613,Mr. Wonderful,Mr. Wonderful,"Comedy, Romance",US
FALSE,788,tt0107614,Mrs. Doubtfire,Mrs. Doubtfire,"Comedy, Drama, Family",US
FALSE,21450,tt0107653,Naked,Naked,"Comedy, Drama",GB
FALSE,11231,tt0110657,The Next Karate Kid,The Next Karate Kid,Adventure,US
FALSE,41588,tt0110649,The New Age,The New Age,"Comedy, Drama",US
FALSE,10447,tt0110678,No Escape,No Escape,"Action, Drama, Science Fiction, Thriller",US
FALSE,31586,tt0110687,North,North,"Comedy, Drama, Family, Fantasy, Science Fiction",US
FALSE,9300,tt0107756,Orlando,Orlando,"Romance, Drama, Fantasy","GB, FR, IT, NL, RU"
FALSE,9559,tt0107808,A Perfect World,A Perfect World,"Crime, Drama, Thriller",US
FALSE,9800,tt0107818,Philadelphia,Philadelphia,Drama,US
FALSE,713,tt0107822,The Piano,The Piano,"Drama, Romance","NZ, AU, FR"
FALSE,8291,tt0107840,Poetic Justice,Poetic Justice,"Drama, Romance",US
FALSE,18133,tt0107889,The Program,The Program,Drama,US
FALSE,25557,tt0111003,The Puppet Masters,The Puppet Masters,"Horror, Science Fiction, Thriller",US
FALSE,22588,tt0110939,Radioland Murders,Radioland Murders,"Comedy, Crime, Drama, Music, Mystery, Romance",US
FALSE,10872,tt0110955,The Ref,The Ref,Comedy,US
FALSE,1245,tt0107943,The Remains of the Day,The Remains of the Day,"Drama, Romance","GB, US"
FALSE,11858,tt0110971,Renaissance Man,Renaissance Man,"Comedy, War","CA, US"
FALSE,7007,tt0107969,Rising Sun,Rising Sun,"Action, Drama, Thriller",US
FALSE,10467,tt0111001,The Road to Wellville,The Road to Wellville,"Comedy, Romance",US
FALSE,5550,tt0107978,RoboCop 3,RoboCop 3,"Action, Adventure, Crime, Science Fiction, Thriller",US
FALSE,8005,tt0107977,Robin Hood: Men in Tights,Robin Hood: Men in Tights,Comedy,"FR, US"
FALSE,2088,tt0107983,Romeo Is Bleeding,Romeo Is Bleeding,"Action, Crime, Drama, Thriller","GB, US"
FALSE,10412,tt0105275,Romper Stomper,Romper Stomper,"Action, Drama, Thriller",AU
FALSE,47889,tt0108000,Ruby in Paradise,Ruby in Paradise,"Drama, Romance",US
FALSE,14534,tt0108002,Rudy,Rudy,Drama,US
FALSE,56583,tt0108026,The Saint of Fort Washington,The Saint of Fort Washington,Drama,US
FALSE,41878,tt0105032,Les Nuits Fauves,Savage Nights,Drama,"FR, IT"
FALSE,424,tt0108052,Schindler's List,Schindler's List,"Drama, History, War",US
FALSE,35233,tt0111094,The Scout,The Scout,"Comedy, Drama",US
FALSE,14291,tt0108065,Searching for Bobby Fischer,Searching for Bobby Fischer,Drama,US
FALSE,103413,tt0111102,Second Best,Second Best,Drama,"GB, US"
FALSE,11236,tt0108071,The Secret Garden,The Secret Garden,"Drama, Family, Fantasy",US
FALSE,11592,tt0111127,Serial Mom,Serial Mom,"Comedy, Crime, Horror, Thriller",US
FALSE,8850,tt0111143,The Shadow,The Shadow,"Adventure, Fantasy, Action, Thriller, Science Fiction",US
FALSE,10445,tt0108101,Shadowlands,Shadowlands,"Drama, Romance",GB
FALSE,695,tt0108122,Short Cuts,Short Cuts,"Comedy, Drama",US
FALSE,43535,tt0111194,A Simple Twist of Fate,A Simple Twist of Fate,"Drama, Family",US
FALSE,12519,tt0111201,Sirens,Sirens,"Comedy, Drama","AU, GB"
FALSE,23210,tt0108149,Six Degrees of Separation,Six Degrees of Separation,"Mystery, Drama, Comedy",US
FALSE,858,tt0108160,Sleepless in Seattle,Sleepless in Seattle,"Comedy, Drama, Romance",US
FALSE,867,tt0108162,Sliver,Sliver,"Drama, Thriller",US
FALSE,78,tt0083658,Blade Runner,Blade Runner,"Science Fiction, Drama, Thriller","US, HK, GB"
FALSE,13203,tt0108186,Son in Law,Son in Law,"Comedy, Drama, Romance",US
FALSE,10442,tt0108174,So I Married an Axe Murderer,So I Married an Axe Murderer,"Comedy, Crime, Romance",US
FALSE,11074,tt0108238,Striking Distance,Striking Distance,"Crime, Action, Mystery, Thriller",US
FALSE,33367,tt0089256,Harem,Harem,"History, Drama, Romance",NA
FALSE,9607,tt0108255,Super Mario Bros.,Super Mario Bros.,"Adventure, Comedy, Family, Fantasy","GB, US"
FALSE,17585,tt0111323,Surviving the Game,Surviving the Game,"Action, Adventure, Thriller, Crime",US
FALSE,9057,tt0111400,Terminal Velocity,Terminal Velocity,"Action, Thriller",US
FALSE,20967,tt0108328,Thirty Two Short Films About Glenn Gould,Thirty Two Short Films About Glenn Gould,"Drama, Music","FI, CA, NL, PT"
FALSE,10635,tt0111418,Threesome,Threesome,"Comedy, Drama, Family, Romance",US
FALSE,9479,tt0107688,The Nightmare Before Christmas,The Nightmare Before Christmas,"Fantasy, Animation, Family",US
FALSE,10057,tt0108333,The Three Musketeers,The Three Musketeers,"Action, Adventure, Comedy","US, AT"
FALSE,11969,tt0108358,Tombstone,Tombstone,"Action, Adventure, Drama, History, Western",US
FALSE,41590,tt0111488,Trial by Jury,Trial by Jury,"Drama, Action, Thriller",US
FALSE,319,tt0108399,True Romance,True Romance,"Action, Thriller, Crime, Romance",US
FALSE,26408,tt0108515,The War Room,The War Room,"Documentary, History",US
FALSE,15139,tt0110763,The Pagemaster,The Pagemaster,"Fantasy, Science Fiction, Family, Animation",US
FALSE,161158,tt0107779,"Paris, France","Paris, France","Drama, Comedy",CA
FALSE,218473,tt0109226,"The Beans of Egypt, Maine","The Beans of Egypt, Maine",,NA
FALSE,85247,tt0110259,Killer,Killer,"Thriller, Drama, Romance","GB, US, CA"
FALSE,11446,tt0114906,Welcome to the Dollhouse,Welcome to the Dollhouse,"Comedy, Drama",US
FALSE,51980,tt0107002,Germinal,Germinal,"Drama, Romance","BE, FR, IT"
FALSE,24405,tt0109403,Chasers,Chasers,"Comedy, Romance",US
FALSE,11655,tt0104029,Cronos,Cronos,"Drama, Horror, Thriller",MX
