,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
89,4500000,New Line Cinema,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,27.02.1987 00:00,6.6,55414,Wes Craven,1987,1,8.954049333,900,FALSE,10072,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller",US,"group therapy, nightmare, hypnosis, trapped, alcoholic, mental illness, catholicism, disfigurement, sleepwalking, mental hospital, psychotherapist, dreams",1987
90,23000000,Universal Pictures,20763013,Jaws: The Revenge,PG-13,17.07.1987 00:00,2.9,33419,Peter Benchley,1987,0,-0.097260304,-10,FALSE,580,tt0093300,Jaws: The Revenge,Jaws: The Revenge,"Adventure, Thriller",US,"shark attack, bahamas, dying and death, aggression by animal, sequel, revenge, underwater, shark, great white shark, animal attack, caribbean, christmas, banana boat",1987
91,25000000,Other,16057580,Over the Top,PG,13.02.1987 00:00,5.7,40916,Gary Conway,1987,0,-0.3576968,-40,FALSE,1825,tt0093692,Over the Top,Over the Top,"Action, Drama",US,"sport, bad father-in-law,  armwrestling",1987
92,6000000,Other,22847564,Raising Arizona,PG-13,17.04.1987 00:00,7.4,107669,Ethan Coen,1987,1,2.807927333,280,FALSE,378,tt0093822,Raising Arizona,Raising Arizona,"Comedy, Crime",US,"baby, supermarket, arizona, pregnancy and birth",1987
93,17000000,Other,17185632,Angel Heart,R,6.03.1987 00:00,7.3,67453,William Hjortsberg,1987,1,0.010919529,0,FALSE,635,tt0092563,Angel Heart,Angel Heart,"Horror, Mystery, Thriller",US,"southern usa, amnesia, drug addiction, new orleans, neurosis, heart, fan, sanatorium, aggression by animal, vision, blood, church, drug, demon, incest",1987
94,27000000,Warner Bros.,25893810,Innerspace,PG,1.07.1987 00:00,6.8,45172,Chip Proser,1987,0,-0.04097,0,FALSE,2614,tt0093260,Innerspace,Innerspace,"Action, Comedy, Science Fiction",US,"experiment, shrinking, blood",1987
95,15000000,Metro-Goldwyn-Mayer (MGM),80640528,Moonstruck,PG,15.01.1988 00:00,7.1,38600,John Patrick Shanley,1987,1,4.3760352,440,FALSE,2039,tt0093565,Moonstruck,Moonstruck,"Comedy, Drama, Romance",US,"new york, love letter, lover, full moon",1988
96,28000000,Paramount Pictures,153665000,Beverly Hills Cop II,R,20.05.1987 00:00,6.5,90969,Danilo Bach,1987,1,4.488035714,450,FALSE,96,tt0092644,Beverly Hills Cop II,Beverly Hills Cop II,"Action, Comedy, Crime",US,"smuggling of arms, detective, intensive care, undercover, strip club, armored car, investigation, police, swimming pool, sequel, shootout, gunfight, los angeles, explosion, violence, car chase, detroit, horse track, beverly hills, buddy cop, oil field, cement truck, playboy mansion, shooting range",1987
97,23000000,Other,43984230,The Last Emperor,PG-13,15.04.1988 00:00,7.8,76408,Mark Peploe,1987,1,0.912357826,90,FALSE,746,tt0093389,The Last Emperor,The Last Emperor,"Drama, History","FR, CN, GB, IT","buddhism, japan, suicide, china, suicide attempt, war crimes, becoming an adult, isolation, war on drugs, revolution, emperor, arranged marriage, manchuria, dynasty, reeducation camp, cultural revolution, human experimentation, war, coup d'etat, teacher, beijing, decadence, communism",1988
98,13000000,Touchstone Pictures,123922370,"Good Morning, Vietnam",R,15.01.1988 00:00,7.3,106924,Mitch Markowitz,1987,1,8.53249,850,FALSE,801,tt0093105,"Good Morning, Vietnam","Good Morning, Vietnam","Comedy, Drama, War",US,"rock and roll, radio station, war crimes, entertainer, explosive, cynic, radio, vietnam war, vietcong, gi, u.s. air force, dying and death, radio presenter, humor, saigon, provocation, right and justice",1988
99,2600000,Other,3130592,Maurice,R,18.09.1987 00:00,7.7,11837,E.M. Forster,1987,1,0.204073846,20,FALSE,26371,tt0093512,Maurice,Maurice,"Drama, Romance",GB,"gay, coming out, british, gay relationship, coming of age, lgbt child, lgbt, best friends in love",1987
100,3000000,Other,14182492,Prince of Darkness,R,23.10.1987 00:00,6.7,28064,John Carpenter,1987,1,3.727497333,370,FALSE,8852,tt0093777,Prince of Darkness,Prince of Darkness,Horror,US,"secret, obsession, dream, secret society, research, time travel, anti-christ, artifact, priest, satan, los angeles, church, demon, satanic cult",1987
101,6500000,Columbia Pictures Corporation,54215416,La Bamba,PG-13,24.07.1987 00:00,6.8,22839,Luis Valdez,1987,1,7.340833231,730,FALSE,16620,tt0093378,La Bamba,La Bamba,"Drama, Music",US,"musical, death, dying young, nostalgic, mexican american, rising star, marital rape",1987
102,0,Other,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1997
103,20000000,Other,51249404,Broadcast News,R,25.12.1987 00:00,7.2,22802,James L. Brooks,1987,1,1.5624702,160,FALSE,12626,tt0092699,Broadcast News,Broadcast News,"Comedy, Drama, Romance",US,"journalist, journalism, workaholic, news broadcast, television, moderator",1987
104,17000000,Other,15681020,Superman IV: The Quest for Peace,PG,24.07.1987 00:00,3.6,35866,Joe Shuster,1987,0,-0.077587059,-10,FALSE,11411,tt0094074,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,"Action, Adventure, Science Fiction","GB, US","saving the world, dc comics, mountain, nuclear missile, u.s. army, alter ego, sequel, superhero, laboratory, convertible, catholic school, newspaper editor, nuclear weapons, disarmament, volcanic eruption, great wall of china, super powers, superhuman strength",1987
105,3500000,Other,14000000,Creepshow 2,R,1.05.1987 00:00,6.0,17500,Stephen King,1987,1,3.0,300,FALSE,16288,tt0092796,Creepshow 2,Creepshow 2,Horror,US,"lake, anthology, revenge, murder, blob, gore, hitchhiker, zombie, hit and run, horror anthology",1987
106,3000000,Other,7888703,Teen Wolf Too,PG,20.11.1987 00:00,3.2,8905,Jeph Loeb,1987,1,1.629567667,160,FALSE,15582,tt0094118,Teen Wolf Too,Teen Wolf Too,"Comedy, Fantasy, Family",US,"werewolf, teenager",1987
107,12000000,Other,40050884,Roxanne,PG,19.06.1987 00:00,6.6,34794,Edmond Rostand,1987,1,2.337573667,229,FALSE,11584,tt0093886,Roxanne,Roxanne,"Comedy, Romance",US,"firemen, love letter, inferiority complex, nose, rivalry, student, colleague",1987
108,20000000,Other,57387516,Dragnet,PG-13,26.06.1987 00:00,5.9,27387,Dan Aykroyd,1987,1,1.8693758,190,FALSE,10023,tt0092925,Dragnet,Dragnet,"Action, Comedy, Crime",US,"molotow cocktail, health food, speech impediment, reverend, ice sculpture, miranda warning, orange county california, female police commissioner, homage, yugo",1987
109,1000000,Other,1576615,The Garbage Pail Kids Movie,PG,22.08.1987 00:00,2.7,6348,Linda Palmer,1987,1,0.576615,60,FALSE,14443,tt0093072,The Garbage Pail Kids Movie,The Garbage Pail Kids Movie,"Adventure, Science Fiction, Comedy",US,"monster, garbage, musical, friendship, toilet humor",1987
110,14000000,Other,57915972,Throw Momma from the Train,PG-13,11.12.1987 00:00,6.2,28550,Stu Silver,1987,1,3.136855143,310,FALSE,11896,tt0094142,Throw Momma from the Train,Throw Momma from the Train,"Crime, Comedy",US,"mother, murder, train, ex-wife",1987
111,3000000,Other,3221568,Barfly,R,16.10.1987 00:00,7.3,15647,Charles Bukowski,1987,1,0.073856,10,FALSE,10937,tt0092618,Barfly,Barfly,"Comedy, Drama, Romance",US,"bartender, career, alcoholism, independent film, alcohol abuse",1987
112,6000000,Universal Pictures,3685862,Three O'Clock High,PG-13,9.10.1987 00:00,7.2,8970,Richard Christian Matheson,1987,0,-0.385689667,-40,FALSE,13339,tt0094138,Three O'Clock High,Three O'Clock High,Comedy,US,"bullying, bully",1987
113,15000000,Other,13290368,The Pick-up Artist,PG-13,18.09.1987 00:00,5.2,5348,James Toback,1987,0,-0.113975467,-10,FALSE,17258,tt0093737,The Pick-up Artist,The Pick-up Artist,"Romance, Comedy, Crime, Drama",US,"womanizer, debt, alcoholic father",1987
114,16000000,Other,14792779,Radio Days,PG,30.01.1987 00:00,7.6,26467,Woody Allen,1987,0,-0.075451313,-10,FALSE,30890,tt0093818,Radio Days,Radio Days,"Comedy, Drama",US,"beach, taxi driver, world war ii, radio, coney island, independent film, working class, binoculars, cigarette girl, radio plays",1987
115,3000000,Other,23509382,Ernest Goes to Camp,PG,22.05.1987 00:00,5.5,9526,John R. Cherry III,1987,1,6.836460667,680,FALSE,18935,tt0092974,Ernest Goes to Camp,Ernest Goes to Camp,"Comedy, Family",US,ernest p. worrell,1987
116,17000000,Columbia Pictures Corporation,10278549,Someone to Watch Over Me,R,9.10.1987 00:00,6.1,7854,Howard Franklin,1987,0,-0.395379471,-40,FALSE,31650,tt0094008,Someone to Watch Over Me,Someone to Watch Over Me,"Crime, Drama, Romance, Thriller",US,"new york, detective, marriage, murder, socialite",1987
117,29000000,Universal Pictures,5899797,Cry Freedom,PG,6.11.1987 00:00,7.5,10692,John Briley,1987,0,-0.796558724,-80,FALSE,12506,tt0092804,Cry Freedom,Cry Freedom,Drama,GB,"journalist, 1970s, male friendship, south africa, apartheid",1987
118,6000000,Other,12423831,The Fourth Protocol,R,28.08.1987 00:00,6.5,7532,George Axelrod,1987,1,1.0706385,110,FALSE,4918,tt0093044,The Fourth Protocol,The Fourth Protocol,"Action, Drama, Thriller",GB,"cold war, agent",1987
119,27000000,Other,7393346,Ironweed,R,12.02.1988 00:00,6.8,6874,William Kennedy,1987,0,-0.72617237,-70,FALSE,40962,tt0093277,Ironweed,Ironweed,Drama,US,,1988
120,5000000,Other,6880310,Death Wish 4: The Crackdown,R,6.11.1987 00:00,5.3,6770,Brian Garfield,1987,1,0.376062,40,FALSE,26263,tt0092857,Death Wish 4: The Crackdown,Death Wish 4: The Crackdown,"Thriller, Action, Adventure, Crime",US,,1987
121,4000000,Other,800000,The Barbarians,R,20.03.1987 00:00,4.9,2538,Alberto Piferi,1987,0,-0.8,-80,FALSE,27551,tt0092615,The Barbarians,The Barbarians,"Fantasy, Adventure","IT, US","dragon, barbarian",1987
122,55000000,Columbia Pictures Corporation,14375181,Ishtar,PG-13,15.05.1987 00:00,4.2,9094,Elaine May,1987,0,-0.738633073,-70,FALSE,12704,tt0093278,Ishtar,Ishtar,"Action, Adventure, Comedy",US,"wilderness, sahara, beautiful woman, singer, escape, woman director",1987
123,100000,Other,5228617,Hollywood Shuffle,R,20.03.1987 00:00,7.0,3009,Robert Townsend,1987,1,51.28617,5130,FALSE,34101,tt0093200,Hollywood Shuffle,Hollywood Shuffle,Comedy,,"black people, ethnic stereotype",1987
124,22000000,Other,11307844,Extreme Prejudice,R,24.04.1987 00:00,6.6,4924,John Milius,1987,0,-0.486007091,-50,FALSE,20287,tt0092997,Extreme Prejudice,Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",US,"robbery, texas, mexican standoff, texas ranger, organized crime, violence, drug, kingpin, modern western, neo-noir",1987
125,350000,Other,4000000,American Ninja 2: The Confrontation,R,1.05.1987 00:00,4.8,6565,Gary Conway,1987,1,10.42857143,1040,FALSE,25678,tt0092548,American Ninja 2: The Confrontation,American Ninja 2: The Confrontation,"Action, Adventure, Drama",US,"marine corps, army, ninja",1987
126,4000000,Other,1680358,Matewan,PG-13,30.06.1988 00:00,7.9,6198,John Sayles,1987,0,-0.5799105,-60,FALSE,24276,tt0093509,Matewan,Matewan,Drama,US,independent film,1988
127,24000000,Columbia Pictures,4916871,Leonard Part 6,PG,18.12.1987 00:00,2.2,7387,Jonathan Reynolds,1987,0,-0.795130375,-80,FALSE,24828,tt0093405,Leonard Part 6,Leonard Part 6,"Action, Comedy",US,spy,1987
128,5000000,Other,1119112,Street Smart,R,20.03.1987 00:00,6.4,2096,David Freeman,1987,0,-0.7761776,-80,FALSE,60631,tt0094056,Street Smart,Street Smart,"Thriller, Crime, Drama","US, CA",,1987
129,9000000,Other,5406879,The Sicilian,R,23.10.1987 00:00,5.3,3889,Mario Puzo,1987,0,-0.399235667,-40,FALSE,31945,tt0093966,The Sicilian,The Sicilian,Drama,US,"sicily, sicilian mafia, sicilian",1987
130,7000000,Other,7019441,Hiding Out,PG-13,6.11.1987 00:00,6.4,2584,Joe Menosky,1987,1,0.002777286,0,FALSE,26156,tt0093186,Hiding Out,Hiding Out,"Action, Adventure, Comedy, Drama, Family, Thriller",,"high school, youth",1987
131,10000000,Other,3060858,Malone,R,1.05.1987 00:00,5.6,1959,Christopher Frank,1987,0,-0.6939142,-70,FALSE,27342,tt0093483,Malone,Malone,"Action, Thriller",US,"cia, assassin",1987
132,6000000,Other,1432687,A Prayer for the Dying,R,11.09.1987 00:00,6.4,3731,Jack Higgins,1987,0,-0.761218833,-80,FALSE,33851,tt0093771,A Prayer for the Dying,A Prayer for the Dying,"Crime, Drama, Action, Thriller",GB,"bomber, ira",1987
133,5300000,Columbia Pictures,3107551,White Mischief,R,6.05.1988 00:00,6.3,2171,James Fox,1987,0,-0.413669623,-40,FALSE,60041,tt0094317,White Mischief,White Mischief,"Thriller, Crime, Drama, Romance",GB,,1988
134,3520000,Other,562187,Steel Dawn,R,31.03.1988 00:00,5.0,3860,Doug Lefler,1987,0,-0.840287784,-80,FALSE,27786,tt0094033,Steel Dawn,Steel Dawn,"Action, Adventure, Science Fiction",US,"post-apocalyptic, independent film, water shortage, desert",1988
135,25000000,Warner Bros.,30950002,Nuts,R,11.12.1987 00:00,6.7,4996,Tom Topor,1987,1,0.23800008,20,FALSE,40634,tt0093660,Nuts,Nuts,Drama,US,"hearing, self-defense, court, murder",1987
136,11000000,Other,25411386,Tin Men,R,13.03.1987 00:00,6.5,6960,Barry Levinson,1987,1,1.310126,130,FALSE,10896,tt0094155,Tin Men,Tin Men,"Comedy, Drama",US,"competition, friendship, hostility, car accident, salesmen",1987
137,3000000,Other,9868521,Maid to Order,PG,31.07.1987 00:00,5.5,2786,Amy Holden Jones,1987,1,2.289507,229,FALSE,2608,tt0093476,Maid to Order,Maid to Order,"Comedy, Fantasy",US,"wish, party, maid, woman director, fairy godmother, weird couple",1987
138,1000000,Other,210200,Straight to Hell,R,26.06.1987 00:00,5.8,1924,Alex Cox,1987,0,-0.7898,-80,FALSE,9698,tt0094048,Straight to Hell,Straight to Hell,"Action, Western, Comedy, Crime",GB,"punk, independent film, anarchic comedy",1987
139,12000000,TriStar Pictures,5669831,Nadine,PG,7.08.1987 00:00,5.5,3267,Robert Benton,1987,0,-0.527514083,-50,FALSE,61178,tt0093596,Nadine,Nadine,"Action, Comedy, Romance",US,"texas, murder, on the run",1987
140,1100000,Other,1355728,From a Whisper to a Scream,R,4.09.1987 00:00,6.0,1489,C. Courtney Joyner,1987,1,0.23248,20,FALSE,39895,tt0091671,From a Whisper to a Scream,From a Whisper to a Scream,"Comedy, Horror",US,"civil war, narration, voodoo, necrophilia, anthology, librarian, freak show",1987
141,5000000,Other,858250,Tough Guys Don't Dance,R,18.09.1987 00:00,4.8,1025,Norman Mailer,1987,0,-0.82835,-80,FALSE,78146,tt0094169,Tough Guys Don't Dance,Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",US,"gay, amnesia, massachusetts, police chief, murder, cancer, wealth, neo-noir",1987
142,14000000,Paramount Pictures,20240502,Critical Condition,R,16.01.1987 00:00,5.2,2453,Denis Hamill,1987,1,0.445750143,40,FALSE,31563,tt0092798,Critical Condition,Critical Condition,Comedy,US,"hurricane, con artist",1987
143,12000000,Other,2325444,Weeds,R,16.10.1987 00:00,6.0,717,Dorothy Tristan,1987,0,-0.806213,-80,FALSE,96333,tt0094304,Weeds,Weeds,Drama,US,,1987
144,15000000,Other,73707461,Beetlejuice,PG,30.03.1988 00:00,7.5,206997,Michael McDowell,1988,1,3.913830733,390,FALSE,4011,tt0094721,Beetlejuice,Beetlejuice,"Fantasy, Comedy",US,"minister, giant snake, skeleton, calypso, arts, afterlife, child bride, possession, surrealism, teenage girl, ghost",1988
145,39000000,Other,128152300,Coming to America,R,29.06.1988 00:00,7.0,130485,Eddie Murphy,1988,1,2.28595641,229,FALSE,9602,tt0094898,Coming to America,Coming to America,"Comedy, Romance",US,"fast food restaurant, prince, heir to the throne, fish out of water, new york city, fake identity, duringcreditsstinger, searching for love",1988
146,28000000,Twentieth Century Fox Film Corporation,83008852,Die Hard,R,20.07.1988 00:00,8.2,647000,Roderick Thorp,1988,1,1.964601857,200,FALSE,562,tt0095016,Die Hard,Die Hard,"Action, Thriller",US,"helicopter, journalist, based on novel, terrorist, skyscraper, christmas party, s.w.a.t., hostage, kidnapping, vault, fistfight, murder, heist, shootout, los angeles, one man army, explosion, violence, fbi agent, walkie talkie, christmas eve, elevator shaft, one night, action hero",1988
147,35000000,Metro-Goldwyn-Mayer (MGM),57269863,Willow,PG,20.05.1988 00:00,7.3,86056,George Lucas,1988,1,0.6362818,60,FALSE,847,tt0096446,Willow,Willow,"Adventure, Drama, Action",US,"prophecy, falsely accused, baby, monster, hero, queen, traitor, magic, fantasy, castle, sorcerer's apprentice, black magic, aggression by animal, mission",1988
148,3000000,Other,1108462,Heathers,R,31.03.1989 00:00,7.3,67238,Daniel Waters,1988,0,-0.630512667,-60,FALSE,2640,tt0097493,Heathers,Heathers,"Thriller, Comedy, Drama",US,"suicide, diary, friendship, high school, dark comedy, clique",1989
149,25000000,Other,172825435,Rain Man,R,16.12.1988 00:00,8.0,408473,Barry Morrow,1988,1,5.9130174,590,FALSE,380,tt0095953,Rain Man,Rain Man,Drama,US,"individual, mentally disabled, autism, loss of father, yuppie, car dealer, egocentrism, travel, convertible, psychiatrist, duringcreditsstinger, savant",1988
150,4000000,Other,13008928,They Live,R,4.11.1988 00:00,7.3,83379,Ray Nelson,1988,1,2.252232,229,FALSE,8337,tt0096256,They Live,They Live,"Action, Horror, Science Fiction, Thriller",US,"dystopia, social commentary, alien invasion, sunglasses, brawl",1988
151,70000000,Touchstone Pictures,156452370,Who Framed Roger Rabbit,PG,22.06.1988 00:00,7.7,153513,Gary K. Wolf,1988,1,1.235033857,120,FALSE,856,tt0096438,Who Framed Roger Rabbit,Who Framed Roger Rabbit,"Fantasy, Animation, Comedy, Crime, Family",US,"falsely accused, film business, hiding place, suspicion of murder, mental breakdown, innocence, cartoon, cartoon sex, love sickness, private detective, movie star, live action and animation",1988
152,18000000,Other,114968774,Big,PG,3.06.1988 00:00,7.3,164257,Gary Ross,1988,1,5.387154111,540,FALSE,2280,tt0094737,Big,Big,"Fantasy, Drama, Comedy, Romance, Family",US,"baseball, co-worker, bronx, pinball machine, toy maker, duet, job promotion, homesick, new toy, quarter, unplugged electronic works, yankee stadium bronx new york city, walking on piano keys, wish fulfillment, bunk bed, woman director",1988
153,3500000,Other,4385516,Pumpkinhead,R,13.01.1989 00:00,6.2,15572,Ed Justin,1988,1,0.253004571,30,FALSE,26515,tt0095925,Pumpkinhead,Pumpkinhead,"Fantasy, Horror",US,"witch, cabin, death of a child, murder, pumpkin, demon, evil, storekeeper, vengeance",1989
154,7500000,Metro-Goldwyn-Mayer (MGM),63493712,A Fish Called Wanda,R,5.08.1988 00:00,7.6,114144,John Cleese,1988,1,7.465828267,750,FALSE,623,tt0095159,A Fish Called Wanda,A Fish Called Wanda,"Comedy, Crime","GB, US","robbery, infidelity, cheating, heart attack, heist, lawyer, silencer, courtroom, american abroad, cult film, animal abuse, barrister, stuttering, weir, yelling, killing a dog, cutical scissors, run over by a steamroller, gag, excuse, barrel, zoophilia, screwball, stolen jewelry",1988
