,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
46,13000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,8475466,Wise Guys,R,18.04.1986 00:00,Danny DeVito,George Gallo,1986,0,-0.348041077,-30,FALSE,31659,tt0092226,Wise Guys,"Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose $250,000, they are set up to kill each other. But they run off to Atlantic City and comedy follows.","What kind of guys gamble with the boss's money, swipe a killer's Cadillac, and party on the mob's credit card?",Wise Guys,"Comedy, Crime",en,US,"mafia, gangster, horse racing",1986,-0.7562174023662155
47,16000000,Other,USA,Other,Drama,3800000,Power,R,31.01.1986 00:00,Richard Gere,David Himmelstein,1986,0,-0.7625,-80,FALSE,46948,tt0091786,Power,"Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client Ohio senator Sam Hastings decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade...",More seductive than sex... More addictive than any drug... More precious than gold. And one man can get it for you. For a price.,Power,Drama,en,US,"politics, image maker",1986,-0.6306180348779747
48,20000000,Other,USA,Bruce Beresford,Comedy,22905500,Crimes of the Heart,PG-13,23.01.1987 00:00,Diane Keaton,Beth Henley,1986,1,0.145275,10,FALSE,48259,tt0090886,Crimes of the Heart,"Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions.",Meg just left one. Lenny never had one. Babe just shot one. The MaGrath sisters sure have a way with men,Crimes of the Heart,"Drama, Family",en,US,"sister sister relationship, reunion",1987,-0.46315221156032027
49,6000000,Other,USA,Other,Action,9947631,Murphy's Law,R,18.04.1986 00:00,Charles Bronson,Gail Morgan Hickman,1986,1,0.6579385,70,FALSE,33055,tt0091575,Murphy's Law,A tough police detective escapes from custody handcuffed to a foul-mouthed car thief after being framed for the murder of his ex-wife. He must now find the real killer and prove his innocence.,"He's a cop, She's a thief, together they're running for their lives",Murphy's Law,"Action, Mystery, Thriller","en, fr",US,uzi,1986,-1.0492825931721106
50,25000000,Other,USA,Other,Adventure,4007250,Tai-Pan,R,7.11.1986 00:00,Bryan Brown,John Briley,1986,0,-0.83971,-80,FALSE,29584,tt0092042,Tai-Pan,"The film begins following the British victory of the first Opium War and the seizure of Hong Kong. Although the island is largely uninhabited and the terrain unfriendly, it has a large port that both the British government and various trading companies believe will be useful for the import of merchandise to be traded on mainland China, a highly lucrative market.",Smuggler. Prince. Murderer. Father. Sinner. Saint.,Tai-Pan,"Adventure, Drama, History",en,US,"female nudity, china, interracial relationship, independent film, hong kong, historical event, british colonial",1986,-0.2538199324132523
51,16000000,Other,USA,Rob Reiner,Adventure,30857814,The Princess Bride,PG,9.10.1987 00:00,Cary Elwes,William Goldman,1987,1,0.928613375,90,FALSE,2493,tt0093779,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",It's as real as the feelings you feel.,The Princess Bride,"Adventure, Family, Fantasy, Comedy, Romance",en,US,"swashbuckler, evil prince, reference to socrates, reference to plato, screwball, impersonation",1987,-0.6306180348779747
52,30000000,Other,Other,Other,Drama,46357676,Full Metal Jacket,R,10.07.1987 00:00,Matthew Modine,Gustav Hasford,1987,1,0.545255867,50,FALSE,600,tt0093058,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Vietnam can kill me, but it can’t make me care.",Full Metal Jacket,"Drama, War","en, vi","GB, US","suicide, prostitute, helicopter, based on novel, journalism, sniper, propaganda, vietnam, recruit, war photographer, war correspondent, war, boot camp, rescue, jungle, infantry, sergeant, racism, violence, genocide, fighting, platoon, combat, discipline, obstacle course, peace sign, u.s. marine, mass grave, blanket party",1987,-0.04448765326618429
53,15000000,Other,USA,Other,Action,59735548,Predator,R,12.06.1987 00:00,Arnold Schwarzenegger,Jim Thomas,1987,1,2.982369867,300,FALSE,106,tt0093773,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.","If it bleeds, we can kill it...",Predator,"Science Fiction, Action, Adventure, Thriller","en, es",US,"central and south america, predator, alien, stalking, invisible, commando, 3d",1987,-0.6724844907073882
54,27000000,Other,USA,Other,Action,38122105,The Running Man,R,13.11.1987 00:00,Arnold Schwarzenegger,Stephen King,1987,1,0.411929815,40,FALSE,865,tt0093894,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,"Action, Science Fiction",en,US,"prison, chase, hunting human beings, game show, dystopia, dystopic future",1987,-0.17008702075442508
55,22700000,Other,USA,Other,Adventure,38119483,Spaceballs,PG,24.06.1987 00:00,Mel Brooks,Mel Brooks,1987,1,0.679272379,70,FALSE,957,tt0094012,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",May the schwartz be with you,Spaceballs,"Comedy, Science Fiction",en,US,"android, lasergun, swordplay, temple, space marine, space battle, space travel, space mission, galaxy, comb, altar, magnet beam, jam, speed of light, plastic surgery, password, shield, nose, spoof",1987,-0.3501127808209036
56,15000000,Warner Bros.,USA,Richard Donner,Action,65207127,Lethal Weapon,R,6.03.1987 00:00,Mel Gibson,Shane Black,1987,1,3.3471418,330,FALSE,941,tt0093409,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",If these two can learn to stand each other... the bad guys don't stand a chance.,Lethal Weapon,"Adventure, Action, Comedy, Thriller, Crime",en,US,"self-destruction, los angeles, police detective, ex soldier, buddy cop, lapd, homicide detective, christmas, death of wife, recklessness",1987,-0.6724844907073882
57,25000000,Paramount Pictures,USA,Other,Crime,76270454,The Untouchables,R,3.06.1987 00:00,Kevin Costner,Oscar Fraley,1987,1,2.05081816,210,FALSE,117,tt0094226,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",What are you prepared to do?,The Untouchables,"Crime, Drama, History, Thriller",en,US,"white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving, 1930s",1987,-0.2538199324132523
58,3600000,Other,USA,Other,Comedy,5923044,Evil Dead II,R,13.03.1987 00:00,Bruce Campbell,Sam Raimi,1987,1,0.64529,60,FALSE,765,tt0092991,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,"Horror, Comedy, Fantasy",en,US,"deer, blood splatter, tape recorder, chainsaw, spirit, violence, over the top, shot in the arm, book of the dead, evil dead, eyeball, necronomicon, tarmac, meat cleaver, shot through a wall",1987,-1.1497620871627032
59,22000000,Other,USA,Other,Action,17336370,Masters of the Universe,PG,7.08.1987 00:00,Dolph Lundgren,David Odell,1987,0,-0.211983182,-20,FALSE,11649,tt0093507,Masters of the Universe,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",A battle fought in the stars. Now... comes to Earth.,Masters of the Universe,"Action, Fantasy, Science Fiction, Adventure, Thriller",en,US,"saving the world, hero, key, skeleton, time travel, wretch, supernatural powers, aftercreditsstinger, sword and planet",1987,-0.3794192999014931
60,12000000,Other,USA,Other,Action,3769990,The Monster Squad,PG-13,14.08.1987 00:00,Andre Gower,Shane Black,1987,0,-0.685834167,-70,FALSE,13509,tt0093560,The Monster Squad,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.",You know who to call when you have ghosts but who do you call when you have monsters?,The Monster Squad,"Horror, Comedy, Action, Fantasy, Science Fiction","en, de, pt",US,"mummy, dracula, wolfman, sea monster, frankenstein's monster",1987,-0.7980838581956291
61,30000000,Other,Other,Other,Action,51185897,The Living Daylights,PG,31.07.1987 00:00,Timothy Dalton,Richard Maibaum,1987,1,0.706196567,70,FALSE,708,tt0093428,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,Licensed to thrill.,The Living Daylights,"Action, Adventure, Thriller","en, ar, fr, de, ru, cs, sk","GB, US","london england, smuggling of arms, prison, england, assassination, spy, falsely accused, secret identity, country estate, arms deal, russia, drug traffic, secret mission, secret intelligence service, kgb, villain, renegade, special car, tangier morocco, big wheel, pipeline, cello, orchestra, freedom fighter, czechoslovakia, bratislava, afghanistan, airplane, schloss schönbrunn, escape, moscow, vienna",1987,-0.04448765326618429
62,15000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100,Wall Street,R,11.12.1987 00:00,Charlie Sheen,Stanley Weiser,1987,1,1.923206667,190,FALSE,10673,tt0094291,Wall Street,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",Every dream has a price.,Wall Street,"Crime, Drama",en,US,"power, fraud, broker, wall street, finances, lawyer, union, millionaire, stock broker",1987,-0.6724844907073882
