budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
6000000,Screen Gems,USA,Gary Hardwick,Comedy,27457409,The Brothers,R,23.03.2001 00:00,Morris Chestnut,Gary Hardwick,2001,1,3.576234833,360
7000000,Lions Gate Films,USA,DJ Pooh,Comedy,10097096,The Wash,R,14.11.2001 00:00,Dr. Dre,DJ Pooh,2001,1,0.442442286,40
3000000,i5 Films,USA,Scott McGehee,Crime,8821782,The Deep End,R,31.08.2001 00:00,Tilda Swinton,Elisabeth Sanxay Holding,2001,1,1.940594,190
20000000,Ecosse Films,UK,Gillian Armstrong,Drama,668140,Charlotte Gray,PG-13,11.01.2002 00:00,Cate Blanchett,Sebastian Faulks,2001,0,-0.966593,-100
15000000,Screen Gems,USA,J.S. Cardone,Horror,7288451,The Forsaken,R,27.04.2001 00:00,Kerr Smith,J.S. Cardone,2001,0,-0.514103267,-50
11000000,Touchstone Pictures,USA,Rob Pritts,Comedy,23978402,Corky Romano,PG-13,12.10.2001 00:00,Chris Kattan,David Garrett,2001,1,1.179854727,120
30000000,Alcon Entertainment,USA,Charles Shyer,Drama,430313,The Affair of the Necklace,R,7.12.2001 00:00,Hilary Swank,John Sweet,2001,0,-0.985656233,-100
23000000,Disney Television Animation,USA,Chuck Sheetz,Animation,36696761,Recess: School's Out,G,16.02.2001 00:00,Andrew Lawrence,Paul Germain,2001,1,0.595511348,60
12000000,Alma UK Limited,UK,Bruce Beresford,Biography,419414,Bride of the Wind,R,4.01.2002 00:00,Sarah Wynter,Marilyn Levy,2001,0,-0.965048833,-100
38000000,Fox 2000 Pictures,USA,John Pasquin,Comedy,22770864,Joe Somebody,PG,21.12.2001 00:00,Tim Allen,John Scott Shepherd,2001,0,-0.400766737,-40
7000000,Lions Gate Films,UK,Peter Bogdanovich,Drama,3209481,The Cat's Meow,PG-13,3.05.2002 00:00,Kirsten Dunst,Steven Peros,2001,0,-0.541502714,-50
17000000,Lost Soul Productions,USA,Stephen Carpenter,Drama,3100650,Soul Survivors,PG-13,7.09.2001 00:00,Melissa Sagemiller,Stephen Carpenter,2001,0,-0.817608824,-80
7000000,United Artists,USA,Roman Coppola,Drama,411034,CQ,R,31.05.2002 00:00,Jeremy Davies,Roman Coppola,2001,0,-0.941280857,-90
13000000,Screen Gems,USA,Mark Brown,Comedy,22235901,Two Can Play That Game,R,7.09.2001 00:00,Vivica A. Fox,Mark Brown,2001,1,0.710453923,70
7000000,Bates Entertainment,USA,Doug McHenry,Comedy,23247539,Kingdom Come,PG,11.04.2001 00:00,LL Cool J,David Dean Bottrell,2001,1,2.321077,229
13500000,Universal Pictures,USA,Kasi Lemmons,Crime,687194,The Caveman's Valentine,R,20.09.2001 00:00,Samuel L. Jackson,George Dawes Green,2001,0,-0.949096741,-90
10000000,A Happy Place,USA,Eric Bross,Comedy,4356743,On the Line,PG,26.10.2001 00:00,Lance Bass,Eric Aronson,2001,0,-0.5643257,-60
2500000,Columbia TriStar Home Video,USA,Blair Treu,Comedy,405182,Little Secrets,PG,23.08.2002 00:00,Evan Rachel Wood,Jessica Barondes,2001,0,-0.8379272,-80
100000000,Miramax,USA,Martin Scorsese,Crime,77812000,Gangs of New York,R,20.12.2002 00:00,Leonardo DiCaprio,Jay Cocks,2002,0,-0.22188,-20
100000000,1492 Pictures,UK,Chris Columbus,Adventure,261988482,Harry Potter and the Chamber of Secrets,PG,15.11.2002 00:00,Daniel Radcliffe,J.K. Rowling,2002,1,1.61988482,160
139000000,Columbia Pictures Corporation,USA,Sam Raimi,Action,403706375,Spider-Man,PG-13,3.05.2002 00:00,Tobey Maguire,Stan Lee,2002,1,1.90436241,190
52000000,DreamWorks,USA,Steven Spielberg,Biography,164615351,Catch Me If You Can,PG-13,25.12.2002 00:00,Leonardo DiCaprio,Jeff Nathanson,2002,1,2.165679827,220
3300000,O2 Filmes,Brazil,Fernando Meirelles,Crime,7563397,City of God,R,13.02.2004 00:00,Alexandre Rodrigues,Paulo Lins,2002,1,1.291938485,130
35000000,R.P. Productions,France,Roman Polanski,Biography,32572577,The Pianist,R,28.03.2003 00:00,Adrien Brody,Ronald Harwood,2002,0,-0.069354943,-10
11000000,Warner Bros.,USA,Adam Shankman,Drama,41227069,A Walk to Remember,PG,25.01.2002 00:00,Mandy Moore,Nicholas Sparks,2002,1,2.747915364,270
45000000,Miramax,USA,Rob Marshall,Comedy,170687518,Chicago,PG-13,24.01.2003 00:00,Renée Zellweger,Bill Condon,2002,1,2.793055956,280
8000000,DNA Films,UK,Danny Boyle,Drama,45064915,28 Days Later...,R,27.06.2003 00:00,Cillian Murphy,Alex Garland,2002,1,4.633114375,459
94000000,New Line Cinema,USA,Peter Jackson,Adventure,342551365,The Lord of the Rings: The Two Towers,PG-13,18.12.2002 00:00,Elijah Wood,J.R.R. Tolkien,2002,1,2.644163457,260
48000000,DreamWorks,USA,Gore Verbinski,Horror,129128133,The Ring,PG-13,18.10.2002 00:00,Naomi Watts,Ehren Kruger,2002,1,1.690169438,170
41000000,Imagine Entertainment,USA,Curtis Hanson,Drama,116724075,8 Mile,R,8.11.2002 00:00,Eminem,Scott Silver,2002,1,1.846928659,180
84000000,Warner Bros.,USA,Raja Gosnell,Animation,153288182,Scooby-Doo,PG,14.06.2002 00:00,Matthew Lillard,James Gunn,2002,1,0.82485931,80
50000000,Fox 2000 Pictures,USA,Adrian Lyne,Drama,52801000,Unfaithful,R,10.05.2002 00:00,Richard Gere,Claude Chabrol,2002,1,0.05602,10
102000000,Twentieth Century Fox Film Corporation,USA,Steven Spielberg,Action,132072926,Minority Report,PG-13,21.06.2002 00:00,Tom Cruise,Philip K. Dick,2002,1,0.294832608,30
4000000,Slough Pond,USA,Steven Shainberg,Comedy,4059680,Secretary,R,11.10.2002 00:00,James Spader,Erin Cressida Wilson,2002,1,0.01492,0
60000000,Universal Pictures,USA,Doug Liman,Action,121661683,The Bourne Identity,PG-13,14.06.2002 00:00,Franka Potente,Tony Gilroy,2002,1,1.027694717,100
35000000,Touchstone Pictures,UK,Kevin Reynolds,Action,54234062,The Count of Monte Cristo,PG-13,25.01.2002 00:00,Jim Caviezel,Alexandre Dumas,2002,1,0.549544629,50
80000000,DreamWorks,USA,Sam Mendes,Crime,104454762,Road to Perdition,R,12.07.2002 00:00,Tom Hanks,Max Allan Collins,2002,1,0.305684525,30
38000000,Touchstone Pictures,USA,Andy Tennant,Comedy,127223418,Sweet Home Alabama,PG-13,27.09.2002 00:00,Reese Witherspoon,Douglas J. Eboch,2002,1,2.347984684,229
115000000,Lucasfilm,USA,George Lucas,Action,310675583,Star Wars: Episode II - Attack of the Clones,PG,16.05.2002 00:00,Hayden Christensen,George Lucas,2002,1,1.701526809,170
75000000,Icon Entertainment International,USA,Randall Wallace,Action,78122718,We Were Soldiers,R,1.03.2002 00:00,Mel Gibson,Harold G. Moore,2002,1,0.04163624,0
48000000,Columbia Pictures Corporation,USA,David Fincher,Crime,96397334,Panic Room,R,29.03.2002 00:00,Jodie Foster,David Koepp,2002,1,1.008277792,100
46000000,Alcon Entertainment,USA,Christopher Nolan,Drama,67355513,Insomnia,R,24.05.2002 00:00,Al Pacino,Hillary Seitz,2002,1,0.464250283,50
25000000,Paramount Pictures,USA,Stephen Daldry,Drama,41675994,The Hours,PG-13,14.02.2003 00:00,Meryl Streep,Michael Cunningham,2002,1,0.66703976,70
78000000,Universal Pictures,Germany,Brett Ratner,Crime,93149898,Dragón rojo,R,4.10.2002 00:00,Anthony Hopkins,Thomas Harris,2002,1,0.194229462,20
33000000,Constantin Film,UK,Paul W.S. Anderson,Action,40119709,Resident Evil,R,15.03.2002 00:00,Milla Jovovich,Paul W.S. Anderson,2002,1,0.215748758,20
20000000,Dimension Films,USA,Kurt Wimmer,Action,1203974,Equilibrium,R,6.12.2002 00:00,Christian Bale,Kurt Wimmer,2002,0,-0.9398013,-90
142000000,Eon Productions,UK,Lee Tamahori,Action,160942139,Die Another Day,PG-13,22.11.2002 00:00,Pierce Brosnan,Ian Fleming,2002,1,0.133395345,10
140000000,Columbia Pictures Corporation,USA,Barry Sonnenfeld,Action,190418803,Men in Black II,PG-13,3.07.2002 00:00,Tommy Lee Jones,Lowell Cunningham,2002,1,0.360134307,40
72000000,Touchstone Pictures,USA,M. Night Shyamalan,Drama,227966634,Signs,PG-13,2.08.2002 00:00,Mel Gibson,M. Night Shyamalan,2002,1,2.16620325,220
19000000,Beverly Detroit,USA,Spike Jonze,Comedy,22245861,Adaptation.,R,14.02.2003 00:00,Nicolas Cage,Susan Orlean,2002,1,0.170834789,20
54000000,New Line Cinema,Germany,Guillermo del Toro,Action,82348319,Blade II,R,22.03.2002 00:00,Wesley Snipes,Marv Wolfman,2002,1,0.52496887,50
5000000,Gold Circle Films,Canada,Joel Zwick,Comedy,241438208,Casarse... está en griego,PG,2.08.2002 00:00,Nia Vardalos,Nia Vardalos,2002,1,47.2876416,4730
60000000,Paramount Pictures,USA,Stuart Baird,Action,43254409,Star Trek: Nemesis,PG-13,13.12.2002 00:00,Patrick Stewart,Gene Roddenberry,2002,0,-0.279093183,-30
59000000,Twentieth Century Fox Film Corporation,USA,Chris Wedge,Animation,176387405,Ice Age,PG,15.03.2002 00:00,Denis Leary,Michael J. Wilson,2002,1,1.989617034,200
70000000,Revolution Studios,USA,Rob Cohen,Action,142109382,xXx,PG-13,9.08.2002 00:00,Vin Diesel,Rich Wilkes,2002,1,1.030134029,100
80000000,Walt Disney Pictures,USA,Dean DeBlois,Animation,145794338,Lilo & Stitch,PG,21.06.2002 00:00,Daveigh Chase,Chris Sanders,2002,1,0.822429225,80
63000000,New Line Cinema,USA,Jay Roach,Action,213307889,Austin Powers in Goldmember,PG-13,26.07.2002 00:00,Mike Myers,Mike Myers,2002,1,2.385839508,240
13000000,Fox 2000 Pictures,USA,Joel Schumacher,Crime,46566212,Phone Booth,R,4.04.2003 00:00,Colin Farrell,Larry Cohen,2002,1,2.582016308,260
12000000,Handprint Entertainment,USA,Julie Taymor,Biography,25885000,Frida,R,22.11.2002 00:00,Salma Hayek,Hayden Herrera,2002,1,1.157083333,120
18000000,Paramount Pictures,USA,Jake Kasdan,Comedy,41032915,Orange County,PG-13,11.01.2002 00:00,Colin Hanks,Mike White,2002,1,1.279606389,130
140000000,Walt Disney Feature Animation,USA,Ron Clements,Animation,38176783,Treasure Planet,PG,27.11.2002 00:00,Joseph Gordon-Levitt,Robert Louis Stevenson,2002,0,-0.727308693,-70
100000000,First Light Production,UK,Kathryn Bigelow,Drama,35168966,K-19: The Widowmaker,PG-13,19.07.2002 00:00,Harrison Ford,Louis Nowra,2002,0,-0.64831034,-60
6000000,Myriad Pictures,Germany,Walt Becker,Comedy,21005329,Van Wilder: Party Liaison,R,5.04.2002 00:00,Ryan Reynolds,Brent Goldberg,2002,1,2.500888167,250
60000000,Spyglass Entertainment,USA,Rob Bowman,Action,43061982,Reign of Fire,PG-13,12.07.2002 00:00,Matthew McConaughey,Gregg Chabot,2002,0,-0.2823003,-30
60000000,Universal Pictures,USA,Chuck Russell,Action,91047077,The Scorpion King,PG-13,19.04.2002 00:00,Dwayne Johnson,Stephen Sommers,2002,1,0.517451283,50
25000000,New Line Cinema,USA,Paul Thomas Anderson,Comedy,17844216,Punch-Drunk Love,R,1.11.2002 00:00,Adam Sandler,Paul Thomas Anderson,2002,0,-0.28623136,-30
35000000,Warner Bros.,USA,Steve Beck,Horror,30113491,Ghost Ship,R,25.10.2002 00:00,Julianna Margulies,Mark Hanlon,2002,0,-0.139614543,-10
43000000,Columbia Pictures Corporation,USA,Roger Kumble,Comedy,24718164,The Sweetest Thing,R,12.04.2002 00:00,Cameron Diaz,Nancy Pimental,2002,0,-0.425158977,-40
47000000,Twentieth Century Fox Film Corporation,USA,Steven Soderbergh,Drama,14970038,Solaris,PG-13,27.11.2002 00:00,George Clooney,Stanislaw Lem,2002,0,-0.681488553,-70
21000000,EuropaCorp,France,Louis Leterrier,Action,25296447,The Transporter,PG-13,11.10.2002 00:00,Jason Statham,Luc Besson,2002,1,0.204592714,20
30000000,Universal Pictures,UK,Chris Weitz,Comedy,41385278,About a Boy,PG-13,17.05.2002 00:00,Hugh Grant,Nick Hornby,2002,1,0.379509267,40
40000000,Regency Enterprises,USA,Stephen Herek,Comedy,14448589,Life or Something Like It,PG-13,26.04.2002 00:00,Angelina Jolie,John Scott Shepherd,2002,0,-0.638785275,-60
31000000,Beijing New Picture Film Co.,China,Yimou Zhang,Action,53710019,Hero,PG-13,27.08.2004 00:00,Jet Li,Feng Li,2002,1,0.732581258,70
6428966,Media Asia Films,Hong Kong,Wai-Keung Lau,Crime,169659,Infernal Affairs,R,12.12.2002 00:00,Andy Lau,Alan Mak,2002,0,-0.97361022,-100
35000000,Warner Bros.,USA,Michael Rymer,Drama,30336800,Queen of the Damned,R,22.02.2002 00:00,Aaliyah,Anne Rice,2002,0,-0.133234286,-10
32000000,Lakeshore Entertainment,USA,Mark Pellington,Drama,35746370,The Mothman Prophecies,PG-13,25.01.2002 00:00,Richard Gere,Richard Hatem,2002,1,0.117074063,10
60000000,Castle Rock Entertainment,USA,Marc Lawrence,Comedy,93354851,Two Weeks Notice,PG-13,20.12.2002 00:00,Sandra Bullock,Marc Lawrence,2002,1,0.555914183,60
38000000,Columbia Pictures Corporation,USA,Michael Apted,Crime,40007742,Enough,PG-13,24.05.2002 00:00,Jennifer Lopez,Nicholas Kazan,2002,1,0.052835316,10
8000000,Flan de Coco Films,USA,Miguel Arteta,Drama,14015786,The Good Girl,R,30.08.2002 00:00,Jennifer Aniston,Mike White,2002,1,0.75197325,80
5000000,25th Hour Productions,USA,Spike Lee,Drama,13060843,25th Hour,R,10.01.2003 00:00,Edward Norton,David Benioff,2002,1,1.6121686,160
1500000,Tonic Films,USA,Eli Roth,Comedy,21158188,Cabin Fever,R,12.09.2003 00:00,Jordan Ladd,Eli Roth,2002,1,13.10545867,1310
80000000,DreamWorks Animation,USA,Kelly Asbury,Animation,73280117,Spirit: Stallion of the Cimarron,G,24.05.2002 00:00,Matt Damon,John Fusco,2002,0,-0.083998538,-10
80000000,Warner Bros.,USA,Simon Wells,Action,56684819,The Time Machine,PG-13,8.03.2002 00:00,Guy Pearce,H.G. Wells,2002,0,-0.291439763,-30
15000000,Dimension Films,USA,Rick Rosenthal,Comedy,30354442,Halloween: Resurrection,R,12.07.2002 00:00,Jamie Lee Curtis,Debra Hill,2002,1,1.023629467,100
30000000,Universal Pictures,USA,John Stockwell,Drama,40390647,Blue Crush,PG-13,16.08.2002 00:00,Kate Bosworth,Susan Orlean,2002,1,0.3463549,30
115000000,Metro-Goldwyn-Mayer (MGM),USA,John Woo,Action,40914068,Windtalkers,R,14.06.2002 00:00,Nicolas Cage,John Rice,2002,0,-0.644225496,-60
85000000,Warner Bros.,USA,Andrew Davis,Action,40077257,Collateral Damage,R,8.02.2002 00:00,Arnold Schwarzenegger,Ronald Roose,2002,0,-0.528502859,-50
50000000,Columbia Pictures Corporation,USA,Steven Brill,Comedy,126293452,Mr. Deeds,PG-13,28.06.2002 00:00,Adam Sandler,Clarence Budington Kelland,2002,1,1.52586904,150
68000000,Paramount Pictures,USA,Phil Alden Robinson,Action,118907036,The Sum of All Fears,PG-13,31.05.2002 00:00,Ben Affleck,Tom Clancy,2002,1,0.748632882,70
55000000,Revolution Studios,USA,Wayne Wang,Comedy,94011225,Maid in Manhattan,PG-13,13.12.2002 00:00,Jennifer Lopez,John Hughes,2002,1,0.709295,70
36000000,New Line Cinema,USA,Nick Cassavetes,Crime,71756802,John Q,PG-13,15.02.2002 00:00,Denzel Washington,James Kearns,2002,1,0.9932445,100
4000000,Kingsgate Films,Germany,Roger Avary,Comedy,6532619,The Rules of Attraction,R,11.10.2002 00:00,James Van Der Beek,Bret Easton Ellis,2002,1,0.63315475,60
70000000,Touchstone Pictures,USA,Joel Schumacher,Action,30160161,Bad Company,PG-13,7.06.2002 00:00,Anthony Hopkins,Gary M. Goodman,2002,0,-0.569140557,-60
42000000,Twentieth Century Fox Film Corporation,USA,Carl Franklin,Crime,41543207,High Crimes,PG-13,5.04.2002 00:00,Jim Caviezel,Joseph Finder,2002,0,-0.010876024,0
15000000,Walt Disney Pictures,USA,Jay Russell,Drama,19158074,Tuck Everlasting,PG,11.10.2002 00:00,Alexis Bledel,Natalie Babbitt,2002,1,0.277204933,30
38000000,Dimension Films,USA,Robert Rodriguez,Action,85846429,Spy Kids 2: Island of Lost Dreams,PG,7.08.2002 00:00,Alexa PenaVega,Robert Rodriguez,2002,1,1.259116553,130
21000000,Touchstone Pictures,USA,Brad Silberling,Drama,6835856,Moonlight Mile,PG-13,4.10.2002 00:00,Jake Gyllenhaal,Brad Silberling,2002,0,-0.674483048,-70
8000000,Odeon Films,Canada,David Cronenberg,Drama,1641788,Spider,R,13.11.2002 00:00,Ralph Fiennes,Patrick McGrath,2002,0,-0.7947765,-80
29000000,Miramax,USA,George Clooney,Biography,16003576,Confessions of a Dangerous Mind,R,24.01.2003 00:00,Sam Rockwell,Chuck Barris,2002,0,-0.448152552,-40
30000000,New Line Cinema,USA,Alexander Payne,Comedy,65016287,About Schmidt,R,3.01.2003 00:00,Jack Nicholson,Louis Begley,2002,1,1.167209567,120
50000000,Warner Bros.,USA,Barbet Schroeder,Crime,31874869,Murder by Numbers,R,19.04.2002 00:00,Sandra Bullock,Tony Gayton,2002,0,-0.36250262,-40
13500000,Focus Features,USA,Todd Haynes,Drama,15854988,Far from Heaven,PG-13,10.01.2003 00:00,Julianne Moore,Todd Haynes,2002,1,0.174443556,20
34000000,Happy Madison Productions,USA,Seth Kearsley,Animation,23443124,Eight Crazy Nights,PG-13,27.11.2002 00:00,Adam Sandler,Brooks Arthur,2002,0,-0.310496353,-30
10000000,Avery Pix,USA,Marcus Raboy,Comedy,32983713,Friday After Next,R,22.11.2002 00:00,Ice Cube,Ice Cube,2002,1,2.2983713,229
12000000,Fuzzy Bunny Films (I),USA,Tamra Davis,Comedy,37191304,Crossroads,PG-13,15.02.2002 00:00,Britney Spears,Shonda Rhimes,2002,1,2.099275333,210
12000000,Fox Searchlight Pictures,USA,Mark Romanek,Drama,31597131,One Hour Photo,R,13.09.2002 00:00,Robin Williams,Mark Romanek,2002,1,1.63309425,160
30000000,Warner Bros.,USA,Ellory Elkayem,Action,17322606,Eight Legged Freaks,PG-13,17.07.2002 00:00,David Arquette,Ellory Elkayem,2002,0,-0.4225798,-40
17000000,Miramax,USA,Michael Lehmann,Comedy,37950822,40 Days and 40 Nights,R,1.03.2002 00:00,Josh Hartnett,Rob Perez,2002,1,1.232401294,120
4000000,CJ Entertainment,South Korea,Chan-wook Park,Crime,45289,Sympathy for Mr. Vengeance,R,29.03.2002 00:00,Kang-ho Song,Jae-sun Lee,2002,0,-0.98867775,-100
15000000,Paramount Pictures,USA,Shawn Levy,Adventure,47811275,Big Fat Liar,PG,8.02.2002 00:00,Frankie Muniz,Dan Schneider,2002,1,2.187418333,220
10000000,United Artists Film Corporation,UK,Douglas McGrath,Drama,1587173,Nicholas Nickleby,PG,9.01.2004 00:00,Charlie Hunnam,Charles Dickens,2002,0,-0.8412827,-80
60000000,Blue Train Productions,USA,Kevin Donovan,Action,50547998,The Tuxedo,PG-13,27.09.2002 00:00,Jackie Chan,Phil Hay,2002,0,-0.157533367,-20
30000000,Columbia Pictures,USA,Luis Mandoki,Action,62536,Trapped,R,20.09.2002 00:00,Kevin Bacon,Greg Iles,2002,0,-0.997915467,-100
13000000,Revolution Studios,USA,Ed Decter,Comedy,28972187,The New Guy,PG-13,10.05.2002 00:00,DJ Qualls,David Kendall,2002,1,1.228629769,120
500000,2 Loop Films,USA,Lucky McKee,Drama,150277,May,R,11.04.2003 00:00,Angela Bettis,Lucky McKee,2002,0,-0.699446,-70
2000000,Muse Productions,USA,Jonas Åkerlund,Comedy,410241,Spun,R,7.02.2003 00:00,Jason Schwartzman,Will De Los Santos,2002,0,-0.7948795,-80
20000000,98 MPH Productions,USA,John Lee Hancock,Drama,75600072,The Rookie,G,29.03.2002 00:00,Dennis Quaid,Mike Rich,2002,1,2.7800036,280
10000000,Screen Gems,UK,Guy Ritchie,Comedy,7876,Swept Away,R,11.10.2002 00:00,Madonna,Guy Ritchie,2002,0,-0.9992124,-100
20000000,Motion Picture Corporation of America (MPCA),USA,Mort Nathan,Comedy,8586376,Boat Trip,R,21.03.2003 00:00,Cuba Gooding Jr.,Mort Nathan,2002,0,-0.5706812,-60
20000000,Amen Ra Films,USA,Walter Hill,Action,12398628,Undisputed,R,23.08.2002 00:00,Wesley Snipes,David Giler,2002,0,-0.3800686,-40
10000000,Twentieth Century Fox Film Corporation,USA,Steve Oedekerk,Action,16033556,Kung Pow: Enter the Fist,PG-13,25.01.2002 00:00,Steve Oedekerk,Steve Oedekerk,2002,1,0.6033556,60
16000000,Warner Bros.,USA,Peter Kosminsky,Drama,16346122,White Oleander,PG-13,11.10.2002 00:00,Michelle Pfeiffer,Janet Fitch,2002,1,0.021632625,0
35000000,Quinta Communications,France,Brian De Palma,Crime,6592103,Mujer fatal,R,6.11.2002 00:00,Rebecca Romijn,Brian De Palma,2002,0,-0.8116542,-80
15000000,Alphaville Films,USA,Ron Shelton,Action,9059588,Dark Blue,R,21.02.2003 00:00,Kurt Russell,James Ellroy,2002,0,-0.396027467,-40
65000000,Walt Disney Pictures,USA,Michael Lembeck,Comedy,139236327,The Santa Clause 2,G,1.11.2002 00:00,Tim Allen,Don Rhymer,2002,1,1.142097338,110
45000000,Paramount Pictures,USA,Roger Michell,Drama,66818548,Changing Lanes,R,12.04.2002 00:00,Ben Affleck,Chap Taylor,2002,1,0.484856622,50
40000000,Dimension Films,USA,David Twohy,Horror,605562,Below,R,18.10.2002 00:00,Bruce Greenwood,Lucas Sussman,2002,0,-0.98486095,-100
26000000,Paramount Pictures,USA,Jonathan Frakes,Action,36985501,Clockstoppers,PG,29.03.2002 00:00,Jesse Bradford,Rob Hedden,2002,1,0.422519269,40
40000000,Touchstone Pictures,USA,Barry Sonnenfeld,Comedy,7262288,Big Trouble,PG-13,5.04.2002 00:00,Tim Allen,Dave Barry,2002,0,-0.8184428,-80
16000000,DreamWorks,USA,Woody Allen,Comedy,4839383,Hollywood Ending,PG-13,3.05.2002 00:00,Woody Allen,Woody Allen,2002,0,-0.697538563,-70
35000000,Walt Disney Pictures,Canada,Brian Levant,Adventure,81172560,Snow Dogs,PG,18.01.2002 00:00,Cuba Gooding Jr.,Jim Kouf,2002,1,1.319216,130
8500000,Twentieth Century Fox Film Corporation,USA,John Polson,Drama,28563926,Swimfan,PG-13,6.09.2002 00:00,Jesse Bradford,Charles F. Bohl,2002,1,2.360461882,240
20000000,Fox 2000 Pictures,USA,Charles Stone III,Comedy,56398162,Drumline,PG-13,13.12.2002 00:00,Nick Cannon,Shawn Schepps,2002,1,1.8199081,180
50000000,Malpaso Productions,USA,Clint Eastwood,Action,26199517,Blood Work,R,9.08.2002 00:00,Clint Eastwood,Michael Connelly,2002,0,-0.47600966,-50
35000000,Paramount Pictures,UK,Shekhar Kapur,Adventure,18306166,The Four Feathers,PG-13,20.09.2002 00:00,Heath Ledger,A.E.W. Mason,2002,0,-0.476966686,-50
12000000,Metro-Goldwyn-Mayer (MGM),USA,Tim Story,Comedy,75782105,Barbershop,PG-13,13.09.2002 00:00,Ice Cube,Mark Brown,2002,1,5.315175417,530
30000000,Twentieth Century Fox Film Corporation,USA,John Schultz,Comedy,51432423,Like Mike,PG,3.07.2002 00:00,Shad Moss,Michael Elliot,2002,1,0.7144141,70
85000000,Material,USA,Tom Dey,Action,38082712,Showtime,PG-13,15.03.2002 00:00,Robert De Niro,Jorge Saralegui,2002,0,-0.551968094,-60
70000000,Columbia Pictures Corporation,USA,Betty Thomas,Action,33105600,I Spy,PG-13,1.11.2002 00:00,Eddie Murphy,Morton S. Fine,2002,0,-0.527062857,-50
18000000,Castle Rock Entertainment,USA,D.J. Caruso,Crime,764554,The Salton Sea,R,17.05.2002 00:00,Val Kilmer,Tony Gayton,2002,0,-0.957524778,-100
16000000,Revolution Studios,USA,Perry Andelin Blake,Adventure,40363530,The Master of Disguise,PG,2.08.2002 00:00,Dana Carvey,Dana Carvey,2002,1,1.522720625,150
15000000,Miramax,UK,Oliver Parker,Comedy,8378141,The Importance of Being Earnest,PG,21.06.2002 00:00,Rupert Everett,Oscar Wilde,2002,0,-0.441457267,-40
