,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released,budget_norm,runtime_norm,votes_norm,popularity_norm
76,6000000,Universal Pictures,USA,Other,Comedy,3685862,Three O'Clock High,9.10.1987 00:00,97,8970,Richard Christian Matheson,1987,0,-0.385689667,-40,13339,tt0094138,Three O'Clock High,3.552005,"Jerry Mitchell just bumped into Buddy Revell. Now Jerry isn't thinking about math or english. Because at three o'clock, he's history.",Three O'Clock High,Comedy,US,1987,-1.015991571541705,-0.5578885271045964,-0.8121539995692457,-1.240866073451682
77,15000000,Other,USA,Other,Comedy,13290368,The Pick-up Artist,18.09.1987 00:00,81,5348,James Toback,1987,0,-0.113975467,-10,17258,tt0093737,The Pick-up Artist,3.799983,The Pick-Up Artist... has finally met his match.,The Pick-up Artist,"Romance, Comedy, Crime, Drama",US,1987,-0.6307218074845337,-1.6940883459141003,-0.8722559067650705,-1.1714831647184316
78,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,9.10.1987 00:00,106,7854,Howard Franklin,1987,0,-0.395379471,-40,31650,tt0094008,Someone to Watch Over Me,3.50111,"Where protection ends, obsession begins.",Someone to Watch Over Me,"Crime, Drama, Romance, Thriller",US,1987,-0.5451063043607178,0.08122387097574965,-0.8306724226588482,-1.255106220319464
79,27000000,Other,USA,Other,Drama,7393346,Ironweed,12.02.1988 00:00,143,6874,William Kennedy,1987,0,-0.72617237,-70,40962,tt0093277,Ironweed,2.601933,Hard times and Good times. Francis and Helen.,Ironweed,Drama,US,1988,-0.11702878874163872,2.7086859519727278,-0.8469341203540189,-1.5066911017445825
80,5000000,Other,USA,Other,Action,6880310,Death Wish 4: The Crackdown,6.11.1987 00:00,99,6770,Brian Garfield,1987,1,0.376062,40,26263,tt0092857,Death Wish 4: The Crackdown,4.566325,This time it's war!,Death Wish 4: The Crackdown,"Thriller, Action, Adventure, Crime",US,1987,-1.0587993231036128,-0.41586354975340833,-0.8486598515379963,-0.9570648008133406
81,4000000,Other,USA,Other,Fantasy,800000,The Barbarians,20.03.1987 00:00,87,2538,Alberto Piferi,1987,0,-0.8,-80,27551,tt0092615,The Barbarians,1.489798,Warriors. Conquerors. Heroes.,The Barbarians,"Fantasy, Adventure","IT, US",1987,-1.1016070746655207,-1.2680134138605363,-0.918883835870611,-1.8178604845287554
82,22000000,Other,USA,Other,Action,11307844,Extreme Prejudice,24.04.1987 00:00,96,4924,John Milius,1987,0,-0.486007091,-50,20287,tt0092997,Extreme Prejudice,6.407061,"An army of forgotten heroes, all officially dead. They live for combat. Now they've met the wrong man.",Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",US,1987,-0.33106754655117826,-0.6289010157801903,-0.8792915800535933,-0.4420367826423388
83,4000000,Other,USA,Other,Drama,1680358,Matewan,30.06.1988 00:00,135,6198,John Sayles,1987,0,-0.5799105,-60,24276,tt0093509,Matewan,3.350126,It takes more than guns to kill a man.,Matewan,Drama,US,1988,-1.1016070746655207,2.1405860425679757,-0.8581513730498714,-1.2973507302847878
84,5000000,Other,USA,Other,Crime,1119112,Street Smart,20.03.1987 00:00,97,2096,David Freeman,1987,0,-0.7761776,-80,60631,tt0094056,Street Smart,7.721588,Never let the truth ruin a good story.,Street Smart,"Thriller, Crime, Drama","US, CA",1987,-1.0587993231036128,-0.5578885271045964,-0.9262181934025144,-0.07423920838819678
85,9000000,Other,USA,Other,Action,5406879,The Sicilian,23.10.1987 00:00,115,3889,Mario Puzo,1987,0,-0.399235667,-40,31945,tt0093966,The Sicilian,5.979288,Only one man ever dared to stand alone.,The Sicilian,Drama,US,1987,-0.8875683168559811,0.7203362690560957,-0.8964659240479828,-0.5617253639582166
86,10000000,Other,USA,Other,Action,3060858,Malone,1.05.1987 00:00,92,1959,Christopher Frank,1987,0,-0.6939142,-70,27342,tt0093483,Malone,4.904109,"Ex-Cop, Ex-CIA, Explosive",Malone,"Action, Thriller",US,1987,-0.8447605652940733,-0.9129509704825663,-0.928491512366023,-0.8625546569959361
87,6000000,Other,Other,Other,Action,1432687,A Prayer for the Dying,11.09.1987 00:00,107,3731,Jack Higgins,1987,0,-0.761218833,-80,33851,tt0093771,A Prayer for the Dying,2.527521,Freedom always comes with a price.,A Prayer for the Dying,"Crime, Drama, Action, Thriller",GB,1987,-1.015991571541705,0.15223635965134366,-0.8990877079621021,-1.5275111785443736
88,5300000,Columbia Pictures,Other,Other,Crime,3107551,White Mischief,6.05.1988 00:00,107,2171,James Fox,1987,0,-0.413669623,-40,60041,tt0094317,White Mischief,7.312595,"In a world of wife swapping, drugs and chocolate covered lobsters, murder seemed so uncivilised.",White Mischief,"Thriller, Crime, Drama, Romance",GB,1988,-1.0459569976350405,0.15223635965134366,-0.9249736757217616,-0.1886732468574897
89,3520000,Other,USA,Other,Action,562187,Steel Dawn,31.03.1988 00:00,100,3860,Doug Lefler,1987,0,-0.840287784,-80,27786,tt0094033,Steel Dawn,2.605644,"he is the desert warrior, carving the future with his sword.",Steel Dawn,"Action, Adventure, Science Fiction",US,1988,-1.1221547954152364,-0.3448510610778144,-0.8969471375512073,-1.505652783932885
90,25000000,Warner Bros.,USA,Other,Drama,30950002,Nuts,11.12.1987 00:00,116,4996,Tom Topor,1987,1,0.23800008,20,40634,tt0093660,Nuts,2.258245,Mad As In Angry. Or Just Plain... NUTS,Nuts,Drama,US,1987,-0.20264429186545455,0.7913487577316897,-0.8780968430800705,-1.60285315296168
91,11000000,Other,USA,Barry Levinson,Comedy,25411386,Tin Men,13.03.1987 00:00,112,6960,Barry Levinson,1987,1,1.310126,130,10896,tt0094155,Tin Men,6.477975,"The Year - 1963. Selling the American Dream is a risky, funny business - you could wind up paying with your wife!",Tin Men,"Comedy, Drama",US,1987,-0.8019528137321653,0.5072988030293136,-0.8455070734134223,-0.42219542740151206
92,3000000,Other,USA,Other,Fantasy,9868521,Maid to Order,31.07.1987 00:00,93,2786,Amy Holden Jones,1987,1,2.289507,229,2608,tt0093476,Maid to Order,1.542276,"She was raised in a Beverly Hills mansion. Now, she's got to clean one.",Maid to Order,"Comedy, Fantasy",US,1987,-1.1444148262274285,-0.8419384818069724,-0.9147686307395881,-1.8031774227873767
93,1000000,Other,Other,Other,Action,210200,Straight to Hell,26.06.1987 00:00,100,1924,Alex Cox,1987,0,-0.7898,-80,9698,tt0094048,Straight to Hell,1.044389,"A story of blood, money, guns, coffee, and sexual tension.",Straight to Hell,"Action, Western, Comedy, Crime",GB,1987,-1.2300303293512445,-0.3448510610778144,-0.9290722872837077,-1.9424835236530662
94,12000000,TriStar Pictures,USA,Other,Comedy,5669831,Nadine,7.08.1987 00:00,83,3267,Robert Benton,1987,0,-0.527514083,-50,61178,tt0093596,Nadine,7.569698,They're a couple on the run... from each other.,Nadine,"Action, Comedy, Romance",US,1987,-0.7591450621702575,-1.5520633685629124,-0.9067871240136932,-0.11673721227359556
95,1100000,Other,USA,Other,Action,1355728,From a Whisper to a Scream,4.09.1987 00:00,99,1489,C. Courtney Joyner,1987,1,0.23248,20,39895,tt0091671,From a Whisper to a Scream,1.392022,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,"Comedy, Horror",US,1987,-1.2257495541950536,-0.41586354975340833,-0.9362904898320743,-1.8452176826846494
96,5000000,Other,USA,Other,Comedy,858250,Tough Guys Don't Dance,18.09.1987 00:00,110,1025,Norman Mailer,1987,0,-0.82835,-80,78146,tt0094169,Tough Guys Don't Dance,0.957019,A love story shadowed by murder. A comedy laced with horror.,Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",US,1987,-1.0587993231036128,0.36527382567812566,-0.9439899058836653,-1.9669291790580783
97,14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,16.01.1987 00:00,100,2453,Denis Hamill,1987,1,0.445750143,40,31563,tt0092798,Critical Condition,2.451513,Guess who's playing doctor?,Critical Condition,Comedy,US,1987,-0.6735295590464416,-0.3448510610778144,-0.9202942892421309,-1.5487778075477407
98,39000000,Other,USA,Other,Comedy,128152300,Coming to America,29.06.1988 00:00,116,130485,Eddie Murphy,1988,1,2.28595641,229,9602,tt0094898,Coming to America,7.830087,The Four Funniest Men in America are Eddie Murphy.,Coming to America,"Comedy, Romance",US,1988,0.3966642300012562,0.7913487577316897,1.2042135467865378,-0.04388177258885588
99,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,20.05.1988 00:00,126,86056,George Lucas,1988,1,0.6362818,60,847,tt0096446,Willow,9.918312,Adventure doesn't come any bigger than this.,Willow,"Adventure, Drama, Action",US,1988,0.2254332237536246,1.5014736444876298,0.4669778662776204,0.5403923347492634
100,3000000,Other,USA,Other,Comedy,1108462,Heathers,31.03.1989 00:00,103,67238,Daniel Waters,1988,0,-0.630512667,-60,2640,tt0097493,Heathers,13.311827,"Best friends, social trends, and occasional murder.",Heathers,"Thriller, Comedy, Drama",US,1989,-1.1444148262274285,-0.13181359505103235,0.15472008339218948,1.4898795534941385
101,4000000,Other,USA,Other,Action,13008928,They Live,4.11.1988 00:00,94,83379,Ray Nelson,1988,1,2.252232,229,8337,tt0096256,They Live,11.292364,Who are they? And what do they want?,They Live,"Action, Horror, Science Fiction, Thriller",US,1988,-1.1016070746655207,-0.7709259931313783,0.42255688185928164,0.9248446833880148
102,3500000,Other,USA,Other,Fantasy,4385516,Pumpkinhead,13.01.1989 00:00,86,15572,Ed Justin,1988,1,0.253004571,30,26515,tt0095925,Pumpkinhead,11.841506,For each of man's evils a special demon exists...,Pumpkinhead,"Fantasy, Horror",US,1989,-1.1230109504464747,-1.3390259025361304,-0.7026032565248406,1.0784916571824432
103,30000000,Universal Pictures,USA,Other,Action,38413606,Midnight Run,20.07.1988 00:00,126,58318,George Gallo,1988,1,0.280453533,30,9013,tt0095631,Midnight Run,5.564321,This could be the beginning of a beautiful friendship.,Midnight Run,"Adventure, Comedy, Crime",US,1988,0.011394465944085023,1.5014736444876298,0.006705447227982677,-0.6778308954501668
104,3000000,Other,Other,Other,Horror,11090735,Hellbound: Hellraiser II,23.12.1988 00:00,97,33241,Clive Barker,1988,1,2.696911667,270,9064,tt0095294,Hellbound: Hellraiser II,8.541732,Time to play.,Hellbound: Hellraiser II,"Horror, Thriller",GB,1988,-1.1444148262274285,-0.5578885271045964,-0.40941148450854353,0.15523266532690308
105,15000000,Other,USA,Other,Crime,34603943,Mississippi Burning,27.01.1989 00:00,128,70539,Chris Gerolmo,1988,1,1.306929533,130,1632,tt0095647,Mississippi Burning,13.971865,1964. When America was at war with itself.,Mississippi Burning,"Thriller, Crime, Drama",US,1989,-0.6307218074845337,1.6434986218388177,0.209495454914392,1.6745546307771122
106,28000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,64000000,Working Girl,21.12.1988 00:00,113,44277,Kevin Wade,1988,1,1.285714286,130,3525,tt0096463,Working Girl,8.318954,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,Working Girl,"Comedy, Drama, Romance",US,1988,-0.0742210371797308,0.5783112917049077,-0.2262848561780294,0.09290058086063556
107,12500000,Universal Pictures,USA,Other,Animation,48092846,The Land Before Time,18.11.1988 00:00,69,66623,Stu Krieger,1988,1,2.84742768,280,12144,tt0095489,The Land Before Time,13.631352,A new adventure is born.,The Land Before Time,"Animation, Adventure, Family","IE, US",1988,-0.7377411863893034,-2.546238210021228,0.14451503841001603,1.5792809274587318
108,5000000,Other,USA,Other,Horror,17768757,Halloween 4: The Return of Michael Myers,21.10.1988 00:00,88,32498,Dhani Lipsius,1988,1,2.5537514,260,11357,tt0095271,Halloween 4: The Return of Michael Myers,6.199806,Horror has returned to Haddonfield.,Halloween 4: The Return of Michael Myers,"Horror, Thriller",US,1988,-1.0587993231036128,-1.1970009251849423,-0.4217405063325352,-0.5000256153190675
109,13000000,Other,USA,Other,Action,45661556,Young Guns,12.08.1988 00:00,107,45768,John Fusco,1988,1,2.512427385,250,11967,tt0096487,Young Guns,9.905174,Six reasons why the west was wild.,Young Guns,"Crime, Action, Adventure, Drama, Western",US,1988,-0.7163373106083495,0.15223635965134366,-0.20154384468466255,0.5367163931135642
110,6000000,Other,USA,Other,Comedy,12793213,Mystic Pizza,21.10.1988 00:00,104,20071,Amy Holden Jones,1988,1,1.132202167,110,11191,tt0095690,Mystic Pizza,6.854978,A Romantic Comedy With The Works,Mystic Pizza,"Comedy, Drama, Romance",US,1988,-1.015991571541705,-0.06080110637543835,-0.6279487892487458,-0.3167120186266947
111,63000000,Other,USA,Other,Action,53715611,Rambo III,25.05.1988 00:00,102,99555,David Morrell,1988,0,-0.147371254,-10,1370,tt0095956,Rambo III,11.624866,The first was for himself. The second for his country. This time it's to save his friend.,Rambo III,"Action, Adventure, Thriller, War",US,1988,1.424050267487046,-0.20282608372662636,0.6909744552440584,1.017876952055491
112,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,19.08.1988 00:00,93,39701,Wes Craven,1988,1,2.797684538,280,10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,8.120317,Terror beyond your wildest dreams.,A Nightmare on Elm Street 4: The Dream Master,"Horror, Thriller",US,1988,-0.7163373106083495,-0.8419384818069724,-0.30221702827303054,0.03732301816536957
113,24000000,Other,USA,Other,Comedy,41455230,The Great Outdoors,17.06.1988 00:00,91,31340,John Hughes,1988,1,0.72730125,70,2617,tt0095253,The Great Outdoors,11.666172,"The wildlife is wild, but his brother-in-law in unbearable.",The Great Outdoors,Comedy,US,1988,-0.24545204342736246,-0.9839634591581604,-0.44095585932335934,1.0294341483718399
114,7500000,Warner Bros.,USA,Other,Action,18869631,Above the Law,22.04.1988 00:00,99,24061,Andrew Davis,1988,1,1.5159508,150,9395,tt0094602,Above the Law,5.283245,He's a cop who believes no one is above the law.,Above the Law,"Action, Adventure, Drama, Thriller","HK, US",1988,-0.951779944198843,-0.41586354975340833,-0.5617404486326936,-0.7564744463099492
115,10000000,Other,Other,Other,Comedy,3916303,Earth Girls Are Easy,12.05.1989 00:00,100,17315,Julie Brown,1988,0,-0.6083697,-60,2210,tt0097257,Earth Girls Are Easy,11.509677,Valerie's about to discover how far a girl has to go to find Mr. Right.,Earth Girls Are Easy,"Music, Comedy, Drama, Romance, Science Fiction","GB, US",1989,-0.8447605652940733,-0.3448510610778144,-0.6736806656241442,0.9856476902900341
116,31000000,Other,USA,Other,Animation,74151346,Oliver & Company,18.11.1988 00:00,74,35531,Jim Cox,1988,1,1.391978903,140,12233,tt0095776,Oliver & Company,10.813579,The first Disney movie with attitude.,Oliver & Company,"Animation, Comedy, Family",US,1988,0.05420221750599294,-2.1911757666432585,-0.37141221132288954,0.7908832192345445
117,31000000,Warner Bros.,USA,Other,Action,37903295,The Dead Pool,13.07.1988 00:00,91,33312,Harry Julian Fink,1988,1,0.222686935,20,10651,tt0094963,The Dead Pool,7.066395,Dirty Harry Just Learned A New Game.,The Dead Pool,"Action, Crime, Thriller",US,1988,0.05420221750599294,-0.9839634591581604,-0.4082333411040975,-0.25755868076745864
118,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,23.11.1988 00:00,101,68098,Mitch Glazer,1988,1,0.885267438,90,9647,tt0096061,Scrooged,11.465634,The spirits will move you in odd and hysterical ways.,Scrooged,"Fantasy, Comedy, Drama",US,1988,0.09700996906790085,-0.27383857240222037,0.1689905527981556,0.9733246961157985
119,23000000,Other,USA,Other,Crime,41292551,Tequila Sunrise,2.12.1988 00:00,115,24708,Robert Towne,1988,1,0.795328304,80,10396,tt0096244,Tequila Sunrise,6.399977,A business on the line. A friendship on the edge. A woman caught in the middle.,Tequila Sunrise,"Action, Adventure, Crime, Romance, Thriller",US,1988,-0.28825979498927035,0.7203362690560957,-0.5510044094400656,-0.4440188476862796
120,20000000,Warner Bros.,USA,Other,Crime,17637950,Frantic,26.02.1988 00:00,120,41608,Roman Polanski,1988,0,-0.1181025,-10,10675,tt0095174,Frantic,8.105859,They've taken his wife. Now he's taking action.,Frantic,"Crime, Drama, Mystery, Thriller","FR, US",1988,-0.4166830496749941,1.0753987124340656,-0.2705730920437545,0.03327774763949512
121,8000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,22433275,License to Drive,6.07.1988 00:00,88,14929,Neil Tolkin,1988,1,1.804159375,180,13704,tt0095519,License to Drive,9.631158,Some guys get all the brakes!,License to Drive,"Comedy, Family",US,1988,-0.9303760684178891,-1.1970009251849423,-0.7132729214411618,0.46004819222699167
122,46630000,Other,Other,Other,Adventure,8083123,The Adventures of Baron Munchausen,10.03.1989 00:00,126,43852,Charles McKeown,1988,0,-0.826654021,-80,14506,tt0096764,The Adventures of Baron Munchausen,7.753416,Remarkable. Unbelievable. Impossible. And true.,The Adventures of Baron Munchausen,"Action, Adventure, Comedy, Fantasy","IT, GB",1989,0.7232873744186136,1.5014736444876298,-0.23333712303562892,-0.06533390542115174
123,13000000,Other,Other,Other,Drama,9134733,Dead Ringers,23.09.1988 00:00,116,32130,David Cronenberg,1988,0,-0.297328231,-30,9540,tt0094964,Dead Ringers,5.53202,Two bodies. Two minds. One soul.,Dead Ringers,"Drama, Horror, Thriller","CA, US",1988,-0.7163373106083495,0.7913487577316897,-0.42784693975276256,-0.6868685412695246
124,10500000,Metro-Goldwyn-Mayer (MGM),USA,Other,Horror,14114488,Poltergeist III,10.06.1988 00:00,98,14165,Gary Sherman,1988,1,0.344236952,30,10306,tt0095889,Poltergeist III,7.977693,He's found her.,Poltergeist III,"Horror, Thriller",US,1988,-0.8233566895131192,-0.48687603842900234,-0.7259504082157643,-0.0025824088288440277
125,7500000,Other,USA,Other,Comedy,2983784,Fright Night Part 2,19.05.1989 00:00,104,9005,Tom Holland,1988,0,-0.602162133,-60,18086,tt0097390,Fright Night Part 2,5.777858,Welcome back...,Fright Night Part 2,"Comedy, Horror",US,1989,-0.951779944198843,-0.06080110637543835,-0.811573224651561,-0.61808439300974
126,3000000,Other,USA,Other,Action,13030057,I'm Gonna Git You Sucka,23.02.1989 00:00,88,10455,Keenen Ivory Wayans,1988,1,3.343352333,330,17006,tt0095348,I'm Gonna Git You Sucka,3.71926,It's Tough To Be A Black Hero.,I'm Gonna Git You Sucka,"Action, Comedy",US,1989,-1.1444148262274285,-1.1970009251849423,-0.7875125494903391,-1.1940690253257202
