,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
98,13000000,Touchstone Pictures,USA,Barry Levinson,Biography,123922370,"Good Morning, Vietnam",15.01.1988 00:00,121,106924,Mitch Markowitz,1987,1,8.53249,850,801,tt0093105,"Good Morning, Vietnam",9.023282,Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam","Comedy, Drama, War",US,1988
99,2600000,Other,Other,Other,Drama,3130592,Maurice,18.09.1987 00:00,140,11837,E.M. Forster,1987,1,0.204073846,20,26371,tt0093512,Maurice,5.778465,,Maurice,"Drama, Romance",GB,1987
100,3000000,Other,USA,Other,Horror,14182492,Prince of Darkness,23.10.1987 00:00,102,28064,John Carpenter,1987,1,3.727497333,370,8852,tt0093777,Prince of Darkness,8.587231,Before man walked the earth...it slept for centuries. It is evil. It is real. It is awakening.,Prince of Darkness,Horror,US,1987
101,6500000,Columbia Pictures Corporation,USA,Other,Biography,54215416,La Bamba,24.07.1987 00:00,108,22839,Luis Valdez,1987,1,7.340833231,730,16620,tt0093378,La Bamba,6.476534,Born into poverty. Destined for stardom. He lived the American dream.,La Bamba,"Drama, Music",US,1987
102,0,Other,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
103,20000000,Other,USA,Other,Comedy,51249404,Broadcast News,25.12.1987 00:00,133,22802,James L. Brooks,1987,1,1.5624702,160,12626,tt0092699,Broadcast News,8.627019,It's the story of their lives.,Broadcast News,"Comedy, Drama, Romance",US,1987
104,17000000,Other,Other,Other,Action,15681020,Superman IV: The Quest for Peace,24.07.1987 00:00,90,35866,Joe Shuster,1987,0,-0.077587059,-10,11411,tt0094074,Superman IV: The Quest for Peace,7.990679,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",Superman IV: The Quest for Peace,"Action, Adventure, Science Fiction","GB, US",1987
105,3500000,Other,USA,Other,Comedy,14000000,Creepshow 2,1.05.1987 00:00,92,17500,Stephen King,1987,1,3,300,16288,tt0092796,Creepshow 2,9.330087,"When the curtain goes up, the terror begins.",Creepshow 2,Horror,US,1987
106,3000000,Other,USA,Other,Comedy,7888703,Teen Wolf Too,20.11.1987 00:00,95,8905,Jeph Loeb,1987,1,1.629567667,160,15582,tt0094118,Teen Wolf Too,4.604439,High school was easy. But college is a whole different ANIMAL.,Teen Wolf Too,"Comedy, Fantasy, Family",US,1987
107,12000000,Other,USA,Other,Comedy,40050884,Roxanne,19.06.1987 00:00,107,34794,Edmond Rostand,1987,1,2.337573667,229,11584,tt0093886,Roxanne,11.394307,,Roxanne,"Comedy, Romance",US,1987
108,20000000,Other,USA,Other,Comedy,57387516,Dragnet,26.06.1987 00:00,106,27387,Dan Aykroyd,1987,1,1.8693758,190,10023,tt0092925,Dragnet,7.907938,"""Just The Facts.""",Dragnet,"Action, Comedy, Crime",US,1987
109,1000000,Other,USA,Other,Adventure,1576615,The Garbage Pail Kids Movie,22.08.1987 00:00,100,6348,Linda Palmer,1987,1,0.576615,60,14443,tt0093072,The Garbage Pail Kids Movie,3.47192,It doesn't get any grosser than this!,The Garbage Pail Kids Movie,"Adventure, Science Fiction, Comedy",US,1987
110,14000000,Other,USA,Other,Comedy,57915972,Throw Momma from the Train,11.12.1987 00:00,88,28550,Stu Silver,1987,1,3.136855143,310,11896,tt0094142,Throw Momma from the Train,6.573364,"Owen asked his friend, Larry, for a small favor...",Throw Momma from the Train,"Crime, Comedy",US,1987
111,3000000,Other,USA,Other,Comedy,3221568,Barfly,16.10.1987 00:00,100,15647,Charles Bukowski,1987,1,0.073856,10,10937,tt0092618,Barfly,15.170192,Some people never go crazy. What truly horrible lives they must lead.,Barfly,"Comedy, Drama, Romance",US,1987
112,6000000,Universal Pictures,USA,Other,Comedy,3685862,Three O'Clock High,9.10.1987 00:00,97,8970,Richard Christian Matheson,1987,0,-0.385689667,-40,13339,tt0094138,Three O'Clock High,3.552005,"Jerry Mitchell just bumped into Buddy Revell. Now Jerry isn't thinking about math or english. Because at three o'clock, he's history.",Three O'Clock High,Comedy,US,1987
113,15000000,Other,USA,Other,Comedy,13290368,The Pick-up Artist,18.09.1987 00:00,81,5348,James Toback,1987,0,-0.113975467,-10,17258,tt0093737,The Pick-up Artist,3.799983,The Pick-Up Artist... has finally met his match.,The Pick-up Artist,"Romance, Comedy, Crime, Drama",US,1987
114,16000000,Other,USA,Woody Allen,Comedy,14792779,Radio Days,30.01.1987 00:00,88,26467,Woody Allen,1987,0,-0.075451313,-10,30890,tt0093818,Radio Days,8.782912,,Radio Days,"Comedy, Drama",US,1987
115,3000000,Other,USA,Other,Comedy,23509382,Ernest Goes to Camp,22.05.1987 00:00,92,9526,John R. Cherry III,1987,1,6.836460667,680,18935,tt0092974,Ernest Goes to Camp,5.712291,,Ernest Goes to Camp,"Comedy, Family",US,1987
116,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,9.10.1987 00:00,106,7854,Howard Franklin,1987,0,-0.395379471,-40,31650,tt0094008,Someone to Watch Over Me,3.50111,"Where protection ends, obsession begins.",Someone to Watch Over Me,"Crime, Drama, Romance, Thriller",US,1987
117,29000000,Universal Pictures,Other,Other,Biography,5899797,Cry Freedom,6.11.1987 00:00,157,10692,John Briley,1987,0,-0.796558724,-80,12506,tt0092804,Cry Freedom,3.519881,,Cry Freedom,Drama,GB,1987
118,6000000,Other,Other,Other,Thriller,12423831,The Fourth Protocol,28.08.1987 00:00,119,7532,George Axelrod,1987,1,1.0706385,110,4918,tt0093044,The Fourth Protocol,3.246823,,The Fourth Protocol,"Action, Drama, Thriller",GB,1987
119,27000000,Other,USA,Other,Drama,7393346,Ironweed,12.02.1988 00:00,143,6874,William Kennedy,1987,0,-0.72617237,-70,40962,tt0093277,Ironweed,2.601933,Hard times and Good times. Francis and Helen.,Ironweed,Drama,US,1988
120,5000000,Other,USA,Other,Action,6880310,Death Wish 4: The Crackdown,6.11.1987 00:00,99,6770,Brian Garfield,1987,1,0.376062,40,26263,tt0092857,Death Wish 4: The Crackdown,4.566325,This time it's war!,Death Wish 4: The Crackdown,"Thriller, Action, Adventure, Crime",US,1987
121,4000000,Other,USA,Other,Fantasy,800000,The Barbarians,20.03.1987 00:00,87,2538,Alberto Piferi,1987,0,-0.8,-80,27551,tt0092615,The Barbarians,1.489798,Warriors. Conquerors. Heroes.,The Barbarians,"Fantasy, Adventure","IT, US",1987
122,55000000,Columbia Pictures Corporation,USA,Other,Action,14375181,Ishtar,15.05.1987 00:00,107,9094,Elaine May,1987,0,-0.738633073,-70,12704,tt0093278,Ishtar,3.986985,,Ishtar,"Action, Adventure, Comedy",US,1987
123,100000,Other,USA,Other,Comedy,5228617,Hollywood Shuffle,20.03.1987 00:00,78,3009,Robert Townsend,1987,1,51.28617,5130,34101,tt0093200,Hollywood Shuffle,6.502861,"Bobby Taylor was on his way to becoming a star, when a funny thing happened...",Hollywood Shuffle,Comedy,,1987
124,22000000,Other,USA,Other,Action,11307844,Extreme Prejudice,24.04.1987 00:00,96,4924,John Milius,1987,0,-0.486007091,-50,20287,tt0092997,Extreme Prejudice,6.407061,"An army of forgotten heroes, all officially dead. They live for combat. Now they've met the wrong man.",Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",US,1987
125,350000,Other,USA,Other,Action,4000000,American Ninja 2: The Confrontation,1.05.1987 00:00,90,6565,Gary Conway,1987,1,10.42857143,1040,25678,tt0092548,American Ninja 2: The Confrontation,4.237511,,American Ninja 2: The Confrontation,"Action, Adventure, Drama",US,1987
126,4000000,Other,USA,Other,Drama,1680358,Matewan,30.06.1988 00:00,135,6198,John Sayles,1987,0,-0.5799105,-60,24276,tt0093509,Matewan,3.350126,It takes more than guns to kill a man.,Matewan,Drama,US,1988
127,24000000,Columbia Pictures,USA,Other,Action,4916871,Leonard Part 6,18.12.1987 00:00,85,7387,Jonathan Reynolds,1987,0,-0.795130375,-80,24828,tt0093405,Leonard Part 6,3.47537,,Leonard Part 6,"Action, Comedy",US,1987
128,5000000,Other,USA,Other,Crime,1119112,Street Smart,20.03.1987 00:00,97,2096,David Freeman,1987,0,-0.7761776,-80,60631,tt0094056,Street Smart,7.721588,Never let the truth ruin a good story.,Street Smart,"Thriller, Crime, Drama","US, CA",1987
129,9000000,Other,USA,Other,Action,5406879,The Sicilian,23.10.1987 00:00,115,3889,Mario Puzo,1987,0,-0.399235667,-40,31945,tt0093966,The Sicilian,5.979288,Only one man ever dared to stand alone.,The Sicilian,Drama,US,1987
130,7000000,Other,USA,Other,Comedy,7019441,Hiding Out,6.11.1987 00:00,98,2584,Joe Menosky,1987,1,0.002777286,0,26156,tt0093186,Hiding Out,2.026942,There's only one thing more frightening than murder.. High School,Hiding Out,"Action, Adventure, Comedy, Drama, Family, Thriller",,1987
131,10000000,Other,USA,Other,Action,3060858,Malone,1.05.1987 00:00,92,1959,Christopher Frank,1987,0,-0.6939142,-70,27342,tt0093483,Malone,4.904109,"Ex-Cop, Ex-CIA, Explosive",Malone,"Action, Thriller",US,1987
132,6000000,Other,Other,Other,Action,1432687,A Prayer for the Dying,11.09.1987 00:00,107,3731,Jack Higgins,1987,0,-0.761218833,-80,33851,tt0093771,A Prayer for the Dying,2.527521,Freedom always comes with a price.,A Prayer for the Dying,"Crime, Drama, Action, Thriller",GB,1987
133,5300000,Columbia Pictures,Other,Other,Crime,3107551,White Mischief,6.05.1988 00:00,107,2171,James Fox,1987,0,-0.413669623,-40,60041,tt0094317,White Mischief,7.312595,"In a world of wife swapping, drugs and chocolate covered lobsters, murder seemed so uncivilised.",White Mischief,"Thriller, Crime, Drama, Romance",GB,1988
134,3520000,Other,USA,Other,Action,562187,Steel Dawn,31.03.1988 00:00,100,3860,Doug Lefler,1987,0,-0.840287784,-80,27786,tt0094033,Steel Dawn,2.605644,"he is the desert warrior, carving the future with his sword.",Steel Dawn,"Action, Adventure, Science Fiction",US,1988
135,25000000,Warner Bros.,USA,Other,Drama,30950002,Nuts,11.12.1987 00:00,116,4996,Tom Topor,1987,1,0.23800008,20,40634,tt0093660,Nuts,2.258245,Mad As In Angry. Or Just Plain... NUTS,Nuts,Drama,US,1987
136,11000000,Other,USA,Barry Levinson,Comedy,25411386,Tin Men,13.03.1987 00:00,112,6960,Barry Levinson,1987,1,1.310126,130,10896,tt0094155,Tin Men,6.477975,"The Year - 1963. Selling the American Dream is a risky, funny business - you could wind up paying with your wife!",Tin Men,"Comedy, Drama",US,1987
137,3000000,Other,USA,Other,Fantasy,9868521,Maid to Order,31.07.1987 00:00,93,2786,Amy Holden Jones,1987,1,2.289507,229,2608,tt0093476,Maid to Order,1.542276,"She was raised in a Beverly Hills mansion. Now, she's got to clean one.",Maid to Order,"Comedy, Fantasy",US,1987
138,1000000,Other,Other,Other,Action,210200,Straight to Hell,26.06.1987 00:00,100,1924,Alex Cox,1987,0,-0.7898,-80,9698,tt0094048,Straight to Hell,1.044389,"A story of blood, money, guns, coffee, and sexual tension.",Straight to Hell,"Action, Western, Comedy, Crime",GB,1987
139,12000000,TriStar Pictures,USA,Other,Comedy,5669831,Nadine,7.08.1987 00:00,83,3267,Robert Benton,1987,0,-0.527514083,-50,61178,tt0093596,Nadine,7.569698,They're a couple on the run... from each other.,Nadine,"Action, Comedy, Romance",US,1987
140,1100000,Other,USA,Other,Action,1355728,From a Whisper to a Scream,4.09.1987 00:00,99,1489,C. Courtney Joyner,1987,1,0.23248,20,39895,tt0091671,From a Whisper to a Scream,1.392022,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,"Comedy, Horror",US,1987
141,5000000,Other,USA,Other,Comedy,858250,Tough Guys Don't Dance,18.09.1987 00:00,110,1025,Norman Mailer,1987,0,-0.82835,-80,78146,tt0094169,Tough Guys Don't Dance,0.957019,A love story shadowed by murder. A comedy laced with horror.,Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",US,1987
142,14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,16.01.1987 00:00,100,2453,Denis Hamill,1987,1,0.445750143,40,31563,tt0092798,Critical Condition,2.451513,Guess who's playing doctor?,Critical Condition,Comedy,US,1987
143,12000000,Other,USA,Other,Drama,2325444,Weeds,16.10.1987 00:00,115,717,Dorothy Tristan,1987,0,-0.806213,-80,96333,tt0094304,Weeds,0.11729,Feel what it's like from the inside.,Weeds,Drama,US,1987
144,15000000,Other,USA,Tim Burton,Comedy,73707461,Beetlejuice,30.03.1988 00:00,92,206997,Michael McDowell,1988,1,3.913830733,390,4011,tt0094721,Beetlejuice,10.627364,He's guaranteed to put some life in your afterlife.,Beetlejuice,"Fantasy, Comedy",US,1988
145,39000000,Other,USA,Other,Comedy,128152300,Coming to America,29.06.1988 00:00,116,130485,Eddie Murphy,1988,1,2.28595641,229,9602,tt0094898,Coming to America,7.830087,The Four Funniest Men in America are Eddie Murphy.,Coming to America,"Comedy, Romance",US,1988
146,28000000,Twentieth Century Fox Film Corporation,USA,Other,Action,83008852,Die Hard,20.07.1988 00:00,131,647000,Roderick Thorp,1988,1,1.964601857,200,562,tt0095016,Die Hard,16.640522,40 Stories. Twelve Terrorists. One Cop.,Die Hard,"Action, Thriller",US,1988
147,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,20.05.1988 00:00,126,86056,George Lucas,1988,1,0.6362818,60,847,tt0096446,Willow,9.918312,Adventure doesn't come any bigger than this.,Willow,"Adventure, Drama, Action",US,1988
148,3000000,Other,USA,Other,Comedy,1108462,Heathers,31.03.1989 00:00,103,67238,Daniel Waters,1988,0,-0.630512667,-60,2640,tt0097493,Heathers,13.311827,"Best friends, social trends, and occasional murder.",Heathers,"Thriller, Comedy, Drama",US,1989
149,25000000,Other,USA,Barry Levinson,Drama,172825435,Rain Man,16.12.1988 00:00,133,408473,Barry Morrow,1988,1,5.9130174,590,380,tt0095953,Rain Man,11.267467,A journey through understanding and fellowship.,Rain Man,Drama,US,1988
150,4000000,Other,USA,Other,Action,13008928,They Live,4.11.1988 00:00,94,83379,Ray Nelson,1988,1,2.252232,229,8337,tt0096256,They Live,11.292364,Who are they? And what do they want?,They Live,"Action, Horror, Science Fiction, Thriller",US,1988
151,70000000,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,22.06.1988 00:00,104,153513,Gary K. Wolf,1988,1,1.235033857,120,856,tt0096438,Who Framed Roger Rabbit,16.78596,"It's the story of a man, a woman, and a rabbit in a triangle of trouble.",Who Framed Roger Rabbit,"Fantasy, Animation, Comedy, Crime, Family",US,1988
152,18000000,Other,USA,Other,Comedy,114968774,Big,3.06.1988 00:00,104,164257,Gary Ross,1988,1,5.387154111,540,2280,tt0094737,Big,9.562292,You're Only Young Once But For Josh It Might Just Last A Lifetime.,Big,"Fantasy, Drama, Comedy, Romance, Family",US,1988
153,3500000,Other,USA,Other,Fantasy,4385516,Pumpkinhead,13.01.1989 00:00,86,15572,Ed Justin,1988,1,0.253004571,30,26515,tt0095925,Pumpkinhead,11.841506,For each of man's evils a special demon exists...,Pumpkinhead,"Fantasy, Horror",US,1989
154,7500000,Metro-Goldwyn-Mayer (MGM),Other,Other,Comedy,63493712,A Fish Called Wanda,5.08.1988 00:00,108,114144,John Cleese,1988,1,7.465828267,750,623,tt0095159,A Fish Called Wanda,11.400353,"A tale of murder, lust, greed, revenge, and seafood.",A Fish Called Wanda,"Comedy, Crime","GB, US",1988
155,2000000,Other,USA,Other,Comedy,15625095,Killer Klowns from Outer Space,27.05.1988 00:00,88,25440,Charles Chiodo,1988,1,6.8125475,680,16296,tt0095444,Killer Klowns from Outer Space,6.906831,"In space, no one can eat ice cream.",Killer Klowns from Outer Space,"Comedy, Horror, Science Fiction",US,1988
156,30000000,Universal Pictures,USA,Other,Action,38413606,Midnight Run,20.07.1988 00:00,126,58318,George Gallo,1988,1,0.280453533,30,9013,tt0095631,Midnight Run,5.564321,This could be the beginning of a beautiful friendship.,Midnight Run,"Adventure, Comedy, Crime",US,1988
157,3000000,Other,Other,Other,Horror,11090735,Hellbound: Hellraiser II,23.12.1988 00:00,97,33241,Clive Barker,1988,1,2.696911667,270,9064,tt0095294,Hellbound: Hellraiser II,8.541732,Time to play.,Hellbound: Hellraiser II,"Horror, Thriller",GB,1988
158,15000000,Other,USA,Other,Crime,34603943,Mississippi Burning,27.01.1989 00:00,128,70539,Chris Gerolmo,1988,1,1.306929533,130,1632,tt0095647,Mississippi Burning,13.971865,1964. When America was at war with itself.,Mississippi Burning,"Thriller, Crime, Drama",US,1989
159,12000000,Paramount Pictures,USA,Other,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,2.12.1988 00:00,85,124515,Jerry Zucker,1988,1,5.50348575,550,37136,tt0095705,The Naked Gun: From the Files of Police Squad!,15.698222,The Villain. Even Mother Teresa wanted him dead.,The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",US,1988
160,1100000,Other,USA,Other,Action,11806119,Bloodsport,29.04.1988 00:00,92,63368,Sheldon Lettich,1988,1,9.732835455,969,11690,tt0092675,Bloodsport,8.822276,The true story of an American ninja.,Bloodsport,Action,US,1988
161,28000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,64000000,Working Girl,21.12.1988 00:00,113,44277,Kevin Wade,1988,1,1.285714286,130,3525,tt0096463,Working Girl,8.318954,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,Working Girl,"Comedy, Drama, Romance",US,1988
162,14000000,Paramount Pictures,Other,Other,Action,109305000,Crocodile Dundee II,25.05.1988 00:00,108,46738,Paul Hogan,1988,1,6.8075,680,9396,tt0092493,Crocodile Dundee II,8.948565,The world's favourite adventurer is back for more! much more!,Crocodile Dundee II,"Adventure, Comedy","AU, US",1988
163,12500000,Universal Pictures,USA,Other,Animation,48092846,The Land Before Time,18.11.1988 00:00,69,66623,Stu Krieger,1988,1,2.84742768,280,12144,tt0095489,The Land Before Time,13.631352,A new adventure is born.,The Land Before Time,"Animation, Adventure, Family","IE, US",1988
164,15000000,Universal Pictures,USA,Other,Comedy,111936400,Twins,9.12.1988 00:00,107,94295,William Davies,1988,1,6.462426667,650,9493,tt0096320,Twins,5.952494,Only their mother can tell them apart.,Twins,Comedy,US,1988
165,17000000,Other,USA,Other,Drama,10006806,The Unbearable Lightness of Being,5.02.1988 00:00,171,28868,Milan Kundera,1988,0,-0.411364353,-40,10644,tt0096332,The Unbearable Lightness of Being,6.815147,A lovers' story,The Unbearable Lightness of Being,"Comedy, Romance",US,1988
166,5000000,Other,USA,Other,Horror,17768757,Halloween 4: The Return of Michael Myers,21.10.1988 00:00,88,32498,Dhani Lipsius,1988,1,2.5537514,260,11357,tt0095271,Halloween 4: The Return of Michael Myers,6.199806,Horror has returned to Haddonfield.,Halloween 4: The Return of Michael Myers,"Horror, Thriller",US,1988
167,13000000,Other,USA,Other,Action,45661556,Young Guns,12.08.1988 00:00,107,45768,John Fusco,1988,1,2.512427385,250,11967,tt0096487,Young Guns,9.905174,Six reasons why the west was wild.,Young Guns,"Crime, Action, Adventure, Drama, Western",US,1988
