,budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm,popularity_norm
41,8000000,Other,Other,11834302,Firewalker,21.11.1986 00:00,5.0,Chuck Norris,4752,Robert Gosnell,1986,1,0.47928775,50,FALSE,12715,tt0091055,Firewalker,A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache horde of gold.,3.150899,A pair of down-and-out fortune hunters cash in on high adventure!,Firewalker,"Action, Adventure, Comedy","hu, en",US,"secret passage, martial arts, gold, treasure, temple, voodoo, wretch, treasure hunt, jungle, human sacrifice, soldier, drinking, central america, disguise, catfight, pretty woman, aztec indian, wisecrack humor, buddy comedy, bar fight, woman in peril, stranded in the desert",1986,-0.9639059249057114,-1.5214053039989104,-0.9048471474563877,-1.4202671637585755
42,3300000,Other,Other,4941117,Vamp,18.07.1986 00:00,5.9,Chris Makepeace,3909,Donald P. Borchers,1986,1,0.497308182,50,FALSE,34223,tt0092147,Vamp,Two fraternity pledges go to a sleazy bar looking for strippers to entertain their college friends.,4.119963,A Frightening Comedy,Vamp,"Comedy, Horror",en,US,"female nudity, nudity, vampire, strip club, chase, murder, independent film, gore, violence, fraternity, vixen",1986,-1.163271723071741,-0.45887264692533225,-0.918140137341939,-1.1486585357371129
43,15000000,Warner Bros.,Other,12308521,Club Paradise,11.07.1986 00:00,4.9,Robin Williams,5049,Harry Shearer,1986,0,-0.179431933,-20,FALSE,26555,tt0090856,Club Paradise,"When Chicago firefighter Jack Moniker retires and moves to a small Caribbean island, he is befriended by the owner of a run-down resort. Together they renovate the resort and lure tourists to Club Paradise in an effort to fight off corrupt officials and businessmen who want to claim the resort as their own.",4.079853,The vacation you'll never forget - no matter how hard you try.,Club Paradise,"Comedy, Drama, Romance",en,US,tropical island,1986,-0.6669781404031139,-1.6394644881181963,-0.9001638520874568,-1.1599005404653258
44,40000000,Universal Pictures,Other,49851591,Legal Eagles,20.06.1986 00:00,5.9,Robert Redford,8374,Ivan Reitman,1986,1,0.246289775,20,FALSE,9930,tt0091396,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",12.798828,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,Legal Eagles,"Comedy, Crime, Drama, Romance, Thriller",en,US,"court case, client, lawyer, courtroom",1986,0.39347823282044847,-0.45887264692533225,-0.8477330200952169,1.2838481051385062
45,13000000,Metro-Goldwyn-Mayer (MGM),Other,8475466,Wise Guys,18.04.1986 00:00,5.6,Danny DeVito,4573,George Gallo,1986,0,-0.348041077,-30,FALSE,31659,tt0092226,Wise Guys,"Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose $250,000, they are set up to kill each other. But they run off to Atlantic City and comedy follows.",1.884204,"What kind of guys gamble with the boss's money, swipe a killer's Cadillac, and party on the mob's credit card?",Wise Guys,"Comedy, Crime",en,US,"mafia, gangster, horse racing",1986,-0.7518146502609989,-0.8130501992831923,-0.9076697396147669,-1.7752956149977572
46,16000000,Other,Other,3800000,Power,31.01.1986 00:00,5.7,Richard Gere,2287,David Himmelstein,1986,0,-0.7625,-80,FALSE,46948,tt0091786,Power,"Pete St. John is a powerful and successful political consultant, with clients spread around the country. When his long-time friend and client Ohio senator Sam Hastings decides to quit politics, he is rapidly drafted to help with the campaign of the man destined to succeed him, unknown and mysterious businessman Jerome Cade...",1.828322,More seductive than sex... More addictive than any drug... More precious than gold. And one man can get it for you. For a price.,Power,Drama,en,US,"politics, image maker",1986,-0.6245598854741714,-0.6949910151639053,-0.9437169221513866,-1.7909581856340573
47,20000000,Other,Bruce Beresford,22905500,Crimes of the Heart,23.01.1987 00:00,6.4,Diane Keaton,3079,Beth Henley,1986,1,0.145275,10,FALSE,48259,tt0090886,Crimes of the Heart,"Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions.",2.524937,Meg just left one. Lenny never had one. Babe just shot one. The MaGrath sisters sure have a way with men,Crimes of the Heart,"Drama, Family",en,US,"sister sister relationship, reunion",1987,-0.4548868657584014,0.13142327367109974,-0.9312281345009041,-1.5957113862387944
48,6000000,Other,Other,9947631,Murphy's Law,18.04.1986 00:00,5.9,Charles Bronson,3561,Gail Morgan Hickman,1986,1,0.6579385,70,FALSE,33055,tt0091575,Murphy's Law,A tough police detective escapes from custody handcuffed to a foul-mouthed car thief after being framed for the murder of his ex-wife. He must now find the real killer and prove his innocence.,2.722264,"He's a cop, She's a thief, together they're running for their lives",Murphy's Law,"Action, Mystery, Thriller","en, fr",US,uzi,1986,-1.0487424347635963,-0.45887264692533225,-0.9236276349459389,-1.540404702942757
49,25000000,Other,Other,4007250,Tai-Pan,7.11.1986 00:00,5.5,Bryan Brown,1340,John Briley,1986,0,-0.83971,-80,FALSE,29584,tt0092042,Tai-Pan,"The film begins following the British victory of the first Opium War and the seizure of Hong Kong. Although the island is largely uninhabited and the terrain unfriendly, it has a large port that both the British government and various trading companies believe will be useful for the import of merchandise to be traded on mainland China, a highly lucrative market.",2.456811,Smuggler. Prince. Murderer. Father. Sinner. Saint.,Tai-Pan,"Adventure, Drama, History",en,US,"female nudity, china, interracial relationship, independent film, hong kong, historical event, british colonial",1986,-0.24279559111368892,-0.9311093834024783,-0.9586498538496275,-1.6148056972364067
50,27000000,Other,Other,38122105,The Running Man,13.11.1987 00:00,6.6,Arnold Schwarzenegger,120345,Stephen King,1987,1,0.411929815,40,FALSE,865,tt0093894,The Running Man,"By 2017, the global economy has collapsed and American society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",9.389976,A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,"Action, Science Fiction",en,US,"prison, chase, hunting human beings, game show, dystopia, dystopic future",1987,-0.15795908125580393,0.3675416419096717,0.9179008713342851,0.32841728235670997
51,22700000,Other,Other,38119483,Spaceballs,24.06.1987 00:00,7.1,Mel Brooks,146748,Mel Brooks,1987,1,0.679272379,70,FALSE,957,tt0094012,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",9.10373,May the schwartz be with you,Spaceballs,"Comedy, Science Fiction",en,US,"android, lasergun, swordplay, temple, space marine, space battle, space travel, space mission, galaxy, comb, altar, magnet beam, jam, speed of light, plastic surgery, password, shield, nose, spoof",1987,-0.3403575774502567,0.9578375625061037,1.3342410990308595,0.2481884395386591
52,15000000,Warner Bros.,Richard Donner,65207127,Lethal Weapon,6.03.1987 00:00,7.6,Mel Gibson,204328,Shane Black,1987,1,3.3471418,330,FALSE,941,tt0093409,Lethal Weapon,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",13.183804,If these two can learn to stand each other... the bad guys don't stand a chance.,Lethal Weapon,"Adventure, Action, Comedy, Thriller, Crime",en,US,"self-destruction, los angeles, police detective, ex soldier, buddy cop, lapd, homicide detective, christmas, death of wife, recklessness",1987,-0.6669781404031139,1.5481334831025357,2.242201191094972,1.3917489281813504
53,25000000,Paramount Pictures,Other,76270454,The Untouchables,3.06.1987 00:00,7.9,Kevin Costner,234254,Oscar Fraley,1987,1,2.05081816,210,FALSE,117,tt0094226,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",11.062203,What are you prepared to do?,The Untouchables,"Crime, Drama, History, Thriller",en,US,"white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving, 1930s",1987,-0.24279559111368892,1.9023110354603958,2.714094447696407,0.7971079789571885
54,3600000,Other,Other,5923044,Evil Dead II,13.03.1987 00:00,7.8,Bruce Campbell,123325,Sam Raimi,1987,1,0.64529,60,FALSE,765,tt0092991,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,13.520764,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,"Horror, Comedy, Fantasy",en,US,"deer, blood splatter, tape recorder, chainsaw, spirit, violence, over the top, shot in the arm, book of the dead, evil dead, eyeball, necronomicon, tarmac, meat cleaver, shot through a wall",1987,-1.1505462465930583,1.7842518513411088,0.9648915117363528,1.486191857954938
55,22000000,Other,Other,17336370,Masters of the Universe,7.08.1987 00:00,5.4,Dolph Lundgren,30370,David Odell,1987,0,-0.211983182,-20,FALSE,11649,tt0093507,Masters of the Universe,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",7.106954,A battle fought in the stars. Now... comes to Earth.,Masters of the Universe,"Action, Fantasy, Science Fiction, Adventure, Thriller",en,US,"saving the world, hero, key, skeleton, time travel, wretch, supernatural powers, aftercreditsstinger, sword and planet",1987,-0.37005035590051644,-1.0491685675217644,-0.5008853267113645,-0.3114666398226464
56,12000000,Other,Other,3769990,The Monster Squad,14.08.1987 00:00,7.2,Andre Gower,21420,Shane Black,1987,0,-0.685834167,-70,FALSE,13509,tt0093560,The Monster Squad,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.",7.075534,You know who to call when you have ghosts but who do you call when you have monsters?,The Monster Squad,"Horror, Comedy, Action, Fantasy, Science Fiction","en, de, pt",US,"mummy, dracula, wolfman, sea monster, frankenstein's monster",1987,-0.7942329051899414,1.0758967466253908,-0.6420149346303261,-0.3202730169994214
57,30000000,Other,Other,51185897,The Living Daylights,31.07.1987 00:00,6.7,Timothy Dalton,74272,Richard Maibaum,1987,1,0.706196567,70,FALSE,708,tt0093428,The Living Daylights,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,12.189038,Licensed to thrill.,The Living Daylights,"Action, Adventure, Thriller","en, ar, fr, de, ru, cs, sk","GB, US","london england, smuggling of arms, prison, england, assassination, spy, falsely accused, secret identity, country estate, arms deal, russia, drug traffic, secret mission, secret intelligence service, kgb, villain, renegade, special car, tangier morocco, big wheel, pipeline, cello, orchestra, freedom fighter, czechoslovakia, bratislava, afghanistan, airplane, schloss schönbrunn, escape, moscow, vienna",1987,-0.030704316468976464,0.48560082602895877,0.1913908796415125,1.1129365603063717
