,budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,title,year_released
162,14000000,109305000,Crocodile Dundee II,25.05.1988 00:00,108,5.5,46738,1988,1,6.8075,680,9396,tt0092493,Crocodile Dundee II,8.948565,Crocodile Dundee II,1988
163,12500000,48092846,The Land Before Time,18.11.1988 00:00,69,7.4,66623,1988,1,2.84742768,280,12144,tt0095489,The Land Before Time,13.631352,The Land Before Time,1988
164,15000000,111936400,Twins,9.12.1988 00:00,107,6,94295,1988,1,6.462426667,650,9493,tt0096320,Twins,5.952494,Twins,1988
165,17000000,10006806,The Unbearable Lightness of Being,5.02.1988 00:00,171,7.4,28868,1988,0,-0.411364353,-40,10644,tt0096332,The Unbearable Lightness of Being,6.815147,The Unbearable Lightness of Being,1988
166,5000000,17768757,Halloween 4: The Return of Michael Myers,21.10.1988 00:00,88,5.9,32498,1988,1,2.5537514,260,11357,tt0095271,Halloween 4: The Return of Michael Myers,6.199806,Halloween 4: The Return of Michael Myers,1988
167,13000000,45661556,Young Guns,12.08.1988 00:00,107,6.8,45768,1988,1,2.512427385,250,11967,tt0096487,Young Guns,9.905174,Young Guns,1988
168,6000000,12793213,Mystic Pizza,21.10.1988 00:00,104,6.2,20071,1988,1,1.132202167,110,11191,tt0095690,Mystic Pizza,6.854978,Mystic Pizza,1988
169,63000000,53715611,Rambo III,25.05.1988 00:00,102,5.7,99555,1988,0,-0.147371254,-10,1370,tt0095956,Rambo III,11.624866,Rambo III,1988
170,7000000,7630564,The Last Temptation of Christ,12.03.2004 00:00,164,7.6,42782,1988,1,0.090080571,10,11051,tt0095497,The Last Temptation of Christ,11.370288,The Last Temptation of Christ,2004
171,13000000,49369899,A Nightmare on Elm Street 4: The Dream Master,19.08.1988 00:00,93,5.7,39701,1988,1,2.797684538,280,10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,8.120317,A Nightmare on Elm Street 4: The Dream Master,1988
172,24000000,41455230,The Great Outdoors,17.06.1988 00:00,91,6.6,31340,1988,1,0.72730125,70,2617,tt0095253,The Great Outdoors,11.666172,The Great Outdoors,1988
173,7000000,50888729,Bull Durham,15.06.1988 00:00,108,7.1,39369,1988,1,6.269818429,630,287,tt0094812,Bull Durham,6.924072,Bull Durham,1988
174,7500000,18869631,Above the Law,22.04.1988 00:00,99,6,24061,1988,1,1.5159508,150,9395,tt0094602,Above the Law,5.283245,Above the Law,1988
175,10000000,3916303,Earth Girls Are Easy,12.05.1989 00:00,100,5.2,17315,1988,0,-0.6083697,-60,2210,tt0097257,Earth Girls Are Easy,11.509677,Earth Girls Are Easy,1989
176,31000000,74151346,Oliver & Company,18.11.1988 00:00,74,6.7,35531,1988,1,1.391978903,140,12233,tt0095776,Oliver & Company,10.813579,Oliver & Company,1988
177,31000000,37903295,The Dead Pool,13.07.1988 00:00,91,6.3,33312,1988,1,0.222686935,20,10651,tt0094963,The Dead Pool,7.066395,The Dead Pool,1988
178,32000000,60328558,Scrooged,23.11.1988 00:00,101,7,68098,1988,1,0.885267438,90,9647,tt0096061,Scrooged,11.465634,Scrooged,1988
179,23000000,41292551,Tequila Sunrise,2.12.1988 00:00,115,6,24708,1988,1,0.795328304,80,10396,tt0096244,Tequila Sunrise,6.399977,Tequila Sunrise,1988
180,20000000,17637950,Frantic,26.02.1988 00:00,120,6.9,41608,1988,0,-0.1181025,-10,10675,tt0095174,Frantic,8.105859,Frantic,1988
181,2800000,19170001,Friday the 13th Part VII: The New Blood,13.05.1988 00:00,88,5.3,23959,1988,1,5.846428929,580,10281,tt0095179,Friday the 13th Part VII: The New Blood,7.909022,Friday the 13th Part VII: The New Blood,1988
182,8000000,22433275,License to Drive,6.07.1988 00:00,88,6.3,14929,1988,1,1.804159375,180,13704,tt0095519,License to Drive,9.631158,License to Drive,1988
183,46630000,8083123,The Adventures of Baron Munchausen,10.03.1989 00:00,126,7.2,43852,1988,0,-0.826654021,-80,14506,tt0096764,The Adventures of Baron Munchausen,7.753416,The Adventures of Baron Munchausen,1989
184,13000000,9134733,Dead Ringers,23.09.1988 00:00,116,7.3,32130,1988,0,-0.297328231,-30,9540,tt0094964,Dead Ringers,5.53202,Dead Ringers,1988
185,10500000,14114488,Poltergeist III,10.06.1988 00:00,98,4.6,14165,1988,1,0.344236952,30,10306,tt0095889,Poltergeist III,7.977693,Poltergeist III,1988
186,7500000,2983784,Fright Night Part 2,19.05.1989 00:00,104,5.9,9005,1988,0,-0.602162133,-60,18086,tt0097390,Fright Night Part 2,5.777858,Fright Night Part 2,1989
187,3000000,13030057,I'm Gonna Git You Sucka,23.02.1989 00:00,88,6.6,10455,1988,1,3.343352333,330,17006,tt0095348,I'm Gonna Git You Sucka,3.71926,I'm Gonna Git You Sucka,1989
188,22000000,17550399,Johnny Be Good,25.03.1988 00:00,91,4.5,5006,1988,0,-0.202254591,-20,20443,tt0095409,Johnny Be Good,3.007873,Johnny Be Good,1988
189,1100000,671382,Maniac Cop,13.05.1988 00:00,85,6,10850,1988,0,-0.389652727,-40,14240,tt0095583,Maniac Cop,6.595038,Maniac Cop,1988
190,10000000,21486757,Married to the Mob,19.08.1988 00:00,104,6.1,13416,1988,1,1.1486757,110,2321,tt0095593,Married to the Mob,5.611184,Married to the Mob,1988
191,6000000,46616067,Colors,29.04.1988 00:00,120,6.7,20490,1988,1,6.7693445,680,10126,tt0094894,Colors,5.529808,Colors,1988
192,3000000,2835116,Running on Empty,9.09.1988 00:00,116,7.7,11312,1988,0,-0.054961333,-10,18197,tt0096018,Running on Empty,4.368078,Running on Empty,1988
193,13000000,6424112,Mac and Me,12.08.1988 00:00,95,3.4,8043,1988,0,-0.505837538,-50,20196,tt0095560,Mac and Me,4.433298,Mac and Me,1988
194,4500000,3813293,Critters 2,29.04.1988 00:00,86,5.3,11122,1988,0,-0.152601556,-20,10127,tt0094919,Critters 2,9.97523,Critters 2,1988
195,22000000,24720479,Gorillas in the Mist,7.10.1988 00:00,129,7,20378,1988,1,0.123658136,10,10130,tt0095243,Gorillas in the Mist,11.978983,Gorillas in the Mist,1988
196,2000000,725131,Vampire's Kiss,2.06.1989 00:00,103,5.9,10474,1988,0,-0.6374345,-60,7091,tt0098577,Vampire's Kiss,3.265426,Vampire's Kiss,1989
197,2500000,1189315,The Lair of the White Worm,21.10.1988 00:00,93,5.9,7908,1988,0,-0.524274,-50,11347,tt0095488,The Lair of the White Worm,9.97466,The Lair of the White Worm,1988
198,7000000,19595031,The Serpent and the Rainbow,5.02.1988 00:00,98,6.5,18528,1988,1,1.799290143,180,11503,tt0096071,The Serpent and the Rainbow,7.791952,The Serpent and the Rainbow,1988
199,6000000,5680515,Eight Men Out,2.09.1988 00:00,119,7.3,15946,1988,0,-0.0532475,-10,13554,tt0095082,Eight Men Out,4.861698,Eight Men Out,1988
200,3000000,7282851,Phantasm II,8.07.1988 00:00,97,6.5,10789,1988,1,1.427617,140,15158,tt0095863,Phantasm II,8.733192,Phantasm II,1988
201,7000000,5344577,Monkey Shines,29.07.1988 00:00,113,6.2,8595,1988,0,-0.236489,-20,29787,tt0095652,Monkey Shines,8.120652,Monkey Shines,1988
202,16000000,25216243,Alien Nation,7.10.1988 00:00,91,6.3,12143,1988,1,0.576015188,60,10128,tt0094631,Alien Nation,15.133316,Alien Nation,1988
203,22000000,13825794,The Milagro Beanfield War,18.03.1988 00:00,117,6.9,5289,1988,0,-0.371554818,-40,13482,tt0095638,The Milagro Beanfield War,5.56568,The Milagro Beanfield War,1988
204,23000000,19652638,Tucker: The Man and His Dream,12.08.1988 00:00,110,6.9,12469,1988,0,-0.145537478,-10,28176,tt0096316,Tucker: The Man and His Dream,4.647907,Tucker: The Man and His Dream,1988
205,6500000,14545844,School Daze,12.02.1988 00:00,121,5.8,5042,1988,1,1.237822154,120,36739,tt0096054,School Daze,6.25967,School Daze,1988
206,3700000,1145404,Miracle Mile,19.05.1989 00:00,87,7,6985,1988,0,-0.690431351,-70,24739,tt0097889,Miracle Mile,10.018693,Miracle Mile,1989
207,17500000,18924919,Cocoon: The Return,23.11.1988 00:00,116,5.3,12956,1988,1,0.081423943,10,11285,tt0094890,Cocoon: The Return,12.167265,Cocoon: The Return,1988
208,4000000,670774,Apartment Zero,15.09.1989 00:00,124,6.9,3259,1988,0,-0.8323065,-80,5333,tt0094667,Apartment Zero,3.927714,Apartment Zero,1989
209,10000000,1562749,Another Woman,18.11.1988 00:00,81,7.4,10826,1988,0,-0.8437251,-80,22478,tt0094663,Another Woman,3.333264,Another Woman,1988
210,9000000,2181286,Bird,30.09.1988 00:00,161,7.2,9685,1988,0,-0.757634889,-80,24679,tt0094747,Bird,4.942377,Bird,1988
211,15000000,6908797,A Cry in the Dark,11.11.1988 00:00,120,6.9,7622,1988,0,-0.539413533,-50,35119,tt0094924,A Cry in the Dark,3.970538,A Cry in the Dark,1988
212,20000000,43184798,Biloxi Blues,25.03.1988 00:00,106,6.6,12590,1988,1,1.1592399,120,19382,tt0094746,Biloxi Blues,4.619593,Biloxi Blues,1988
213,4000000,3468572,Talk Radio,13.01.1989 00:00,110,7.3,10745,1988,0,-0.132857,-10,10132,tt0096219,Talk Radio,6.865513,Talk Radio,1989
214,20000000,11798302,Caddyshack II,22.07.1988 00:00,98,3.7,12956,1988,0,-0.4100849,-40,18509,tt0094824,Caddyshack II,6.349281,Caddyshack II,1988
215,18000000,1883811,Vibes,5.08.1988 00:00,99,5.5,2850,1988,0,-0.895343833,-90,21185,tt0096378,Vibes,7.368928,Vibes,1988
216,14000000,6640346,Fresh Horses,18.11.1988 00:00,105,5,1439,1988,0,-0.525689571,-50,38982,tt0095178,Fresh Horses,4.782781,Fresh Horses,1988
217,210000,107352,Not of This Earth,20.05.1988 00:00,81,4.5,1724,1988,0,-0.4888,-50,40028,tt0095756,Not of This Earth,1.569865,Not of This Earth,1988
218,15000000,1733070,Little Nikita,18.03.1988 00:00,98,6,4132,1988,0,-0.884462,-90,12505,tt0095532,Little Nikita,2.097317,Little Nikita,1988
219,15000000,21032267,Punchline,7.10.1988 00:00,128,5.8,6938,1988,1,0.402151133,40,40820,tt0095927,Punchline,5.764399,Punchline,1988
220,8000000,784990,The Boost,23.12.1988 00:00,95,6.1,1629,1988,0,-0.90187625,-90,94440,tt0094783,The Boost,0.964399,The Boost,1988
221,20000000,11444204,Moon Over Parador,9.09.1988 00:00,103,5.9,4778,1988,0,-0.4277898,-40,34014,tt0095654,Moon Over Parador,2.044436,Moon Over Parador,1988
222,6000000,28202109,Ernest Saves Christmas,11.11.1988 00:00,95,5.6,8513,1988,1,3.7003515,370,26386,tt0095107,Ernest Saves Christmas,3.590547,Ernest Saves Christmas,1988
223,3000000,1884315,Cop,11.03.1988 00:00,110,6.4,3419,1988,0,-0.371895,-40,31701,tt0092783,Cop,2.478231,Cop,1988
224,4000000,16262415,Crossing Delancey,16.09.1988 00:00,97,6.9,2935,1988,1,3.06560375,310,27397,tt0094921,Crossing Delancey,2.00871,Crossing Delancey,1988
225,19000000,11005304,The Couch Trip,15.01.1988 00:00,97,5.7,3961,1988,0,-0.420773474,-40,23752,tt0094910,The Couch Trip,1.264947,The Couch Trip,1988
226,8000000,1893139,Permanent Record,22.04.1988 00:00,91,6.4,1550,1988,0,-0.763357625,-80,51321,tt0095853,Permanent Record,1.194377,Permanent Record,1988
227,14000000,4764606,The Good Mother,4.11.1988 00:00,100,5.9,1361,1988,0,-0.659671,-70,104301,tt0095238,The Good Mother,1.94247,The Good Mother,1988
228,19000000,4594452,Sunset,29.04.1988 00:00,102,5.7,3333,1988,0,-0.758186737,-80,38560,tt0096193,Sunset,1.835663,Sunset,1988
229,1000000,492519,Jack's Back,6.05.1988 00:00,97,6,1968,1988,0,-0.507481,-50,41959,tt0095389,Jack's Back,2.06747,Jack's Back,1988
230,5000000,429028,Track 29,12.07.1988 00:00,100,5.9,1563,1988,0,-0.9141944,-90,41974,tt0096294,Track 29,1.129645,Track 29,1988
231,4000000,9797098,Bad Dreams,8.04.1988 00:00,84,5.6,2583,1988,1,1.4492745,140,59797,tt0094701,Bad Dreams,5.296777,Bad Dreams,1988
232,18000000,9129999,Switching Channels,4.03.1988 00:00,105,5.9,2789,1988,0,-0.492777833,-50,26798,tt0096203,Switching Channels,2.100768,Switching Channels,1988
233,14000000,459824,The House on Carroll Street,4.03.1988 00:00,101,6.2,1844,1988,0,-0.967155429,-100,75889,tt0095333,The House on Carroll Street,1.742499,The House on Carroll Street,1988
234,13000000,259019,Illegally Yours,13.05.1988 00:00,102,4.2,734,1988,0,-0.980075462,-100,48719,tt0095357,Illegally Yours,0.674285,Illegally Yours,1988
235,12000000,3965604,Memories of Me,7.10.1988 00:00,100,5.7,789,1988,0,-0.669533,-70,107569,tt0095613,Memories of Me,0.849883,Memories of Me,1988
236,7000000,136203,Cameron's Closet,13.01.1989 00:00,100,4.9,704,1988,0,-0.980542429,-100,59735,tt0097008,Cameron's Closet,0.861473,Cameron's Closet,1989
237,16400000,95860116,Dead Poets Society,9.06.1989 00:00,128,8,301100,1989,1,4.845129024,480,207,tt0097165,Dead Poets Society,19.905716,Dead Poets Society,1989
238,11500000,57469179,Pet Sematary,21.04.1989 00:00,103,6.6,70178,1989,1,3.997319913,400,8913,tt0098084,Pet Sematary,8.365761,Pet Sematary,1989
239,48000000,197171806,Indiana Jones and the Last Crusade,24.05.1989 00:00,127,8.3,566432,1989,1,3.107745958,310,89,tt0097576,Indiana Jones and the Last Crusade,14.788987,Indiana Jones and the Last Crusade,1989
240,55000000,63408614,Tango & Cash,22.12.1989 00:00,104,6.3,81242,1989,1,0.152883891,20,9618,tt0098439,Tango & Cash,7.507261,Tango & Cash,1989
241,27000000,71320000,National Lampoon's Christmas Vacation,1.12.1989 00:00,97,7.6,115848,1989,1,1.641481481,160,5825,tt0097958,National Lampoon's Christmas Vacation,9.802574,National Lampoon's Christmas Vacation,1989
242,10000000,40485039,Bill & Ted's Excellent Adventure,17.02.1989 00:00,90,6.9,90901,1989,1,3.0485039,300,1648,tt0096928,Bill & Ted's Excellent Adventure,15.109261,Bill & Ted's Excellent Adventure,1989
243,40000000,118500000,Back to the Future Part II,22.11.1989 00:00,108,7.8,377402,1989,1,1.9625,200,165,tt0096874,Back to the Future Part II,13.689855,Back to the Future Part II,1989
244,15000000,66758538,Uncle Buck,16.08.1989 00:00,100,7,68231,1989,1,3.4505692,350,2616,tt0098554,Uncle Buck,8.13754,Uncle Buck,1989
245,6500000,27545445,Do the Right Thing,21.07.1989 00:00,120,7.9,65617,1989,1,3.237760769,320,925,tt0097216,Do the Right Thing,10.465403,Do the Right Thing,1989
246,18000000,26830000,Glory,16.02.1990 00:00,122,7.9,107207,1989,1,0.490555556,50,9665,tt0097441,Glory,7.521346,Glory,1990
247,16000000,92823600,When Harry Met Sally...,21.07.1989 00:00,96,7.6,161347,1989,1,4.801475,480,639,tt0098635,When Harry Met Sally...,8.34322,When Harry Met Sally...,1989
248,37000000,112494738,Ghostbusters II,16.06.1989 00:00,108,6.5,152597,1989,1,2.040398324,200,2978,tt0097428,Ghostbusters II,16.414239,Ghostbusters II,1989
249,7500000,140088813,Look Who's Talking,13.10.1989 00:00,93,5.8,67535,1989,1,17.6785084,1770,9494,tt0097778,Look Who's Talking,5.795045,Look Who's Talking,1989
250,18000000,130724172,"Honey, I Shrunk the Kids",23.06.1989 00:00,93,6.3,116845,1989,1,6.262454,630,9354,tt0097523,"Honey, I Shrunk the Kids",12.358786,"Honey, I Shrunk the Kids",1989
251,11000000,49797148,Major League,7.04.1989 00:00,107,7.2,52280,1989,1,3.527013455,350,9942,tt0097815,Major League,5.304376,Major League,1989
252,14000000,70001698,Born on the Fourth of July,5.01.1990 00:00,145,7.2,82727,1989,1,4.000121286,400,2604,tt0096969,Born on the Fourth of July,13.617646,Born on the Fourth of July,1990
253,31000000,100047830,Parenthood,2.08.1989 00:00,124,7,37913,1989,1,2.227349355,220,1552,tt0098067,Parenthood,8.09806,Parenthood,1989
254,28000000,147253986,Lethal Weapon 2,7.07.1989 00:00,114,7.2,137637,1989,1,4.259070929,430,942,tt0097733,Lethal Weapon 2,12.834276,Lethal Weapon 2,1989
255,32000000,34667015,Licence to Kill,14.07.1989 00:00,133,6.6,79153,1989,1,0.083344219,10,709,tt0097742,Licence to Kill,11.137888,Licence to Kill,1989
256,1200000,24741700,"Sex, Lies, and Videotape",22.09.1989 00:00,100,7.2,40625,1989,1,19.61808333,1960,1412,tt0098724,"Sex, Lies, and Videotape",12.293656,"Sex, Lies, and Videotape",1989
257,27800000,52210049,Star Trek V: The Final Frontier,9.06.1989 00:00,107,5.4,47303,1989,1,0.878059317,90,172,tt0098382,Star Trek V: The Final Frontier,12.308007,Star Trek V: The Final Frontier,1989
258,7500000,106593296,Driving Miss Daisy,26.01.1990 00:00,99,7.4,79478,1989,1,13.21243947,1320,403,tt0097239,Driving Miss Daisy,10.703677,Driving Miss Daisy,1990
259,10000000,2777280,Gleaming the Cube,13.01.1989 00:00,100,6.2,5688,1989,0,-0.722272,-70,1380,tt0097438,Gleaming the Cube,1.511044,Gleaming the Cube,1989
260,22500000,18671317,Casualties of War,18.08.1989 00:00,113,7.1,35439,1989,0,-0.170163689,-20,10142,tt0097027,Casualties of War,7.435688,Casualties of War,1989
261,18000000,46908987,"See No Evil, Hear No Evil",12.05.1989 00:00,103,6.8,40102,1989,1,1.606054833,160,11185,tt0098282,"See No Evil, Hear No Evil",17.367336,"See No Evil, Hear No Evil",1989
262,1500000,14697005,Kickboxer,8.09.1989 00:00,97,6.4,40427,1989,1,8.798003333,880,10222,tt0097659,Kickboxer,6.939994,Kickboxer,1989
263,6000000,22168359,A Nightmare on Elm Street 5: The Dream Child,11.08.1989 00:00,89,5.1,32517,1989,1,2.6947265,270,10160,tt0097981,A Nightmare on Elm Street 5: The Dream Child,7.534739,A Nightmare on Elm Street 5: The Dream Child,1989
264,5000000,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,28.07.1989 00:00,100,4.6,25441,1989,1,1.8687952,190,10283,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,7.743144,Friday the 13th Part VIII: Jason Takes Manhattan,1989
265,30000000,60864870,Harlem Nights,17.11.1989 00:00,116,5.9,15602,1989,1,1.028829,100,9085,tt0097481,Harlem Nights,9.01086,Harlem Nights,1989
266,13800000,27100027,All Dogs Go to Heaven,17.11.1989 00:00,84,6.7,29118,1989,1,0.963770072,100,11497,tt0096787,All Dogs Go to Heaven,7.068389,All Dogs Go to Heaven,1989
267,500000,10166459,Cyborg,7.04.1989 00:00,86,5,24943,1989,1,19.332918,1930,10134,tt0097138,Cyborg,8.473602,Cyborg,1989
268,8000000,35150960,Fletch Lives,17.03.1989 00:00,95,6.1,16426,1989,1,3.39387,340,14628,tt0097366,Fletch Lives,10.357224,Fletch Lives,1989
269,6000000,14278900,The Wizard,15.12.1989 00:00,96,6,11308,1989,1,1.379816667,140,183,tt0098663,The Wizard,5.763954,The Wizard,1989
270,18000000,8508843,Troop Beverly Hills,24.03.1989 00:00,105,5.5,7942,1989,0,-0.5272865,-50,22102,tt0098519,Troop Beverly Hills,3.196522,Troop Beverly Hills,1989
271,19000000,58571513,Sea of Love,15.09.1989 00:00,113,6.8,32138,1989,1,2.082711211,210,12150,tt0098273,Sea of Love,9.801967,Sea of Love,1989
272,2500000,4729352,Drugstore Cowboy,20.10.1989 00:00,102,7.4,26923,1989,1,0.8917408,90,476,tt0097240,Drugstore Cowboy,8.026112,Drugstore Cowboy,1989
273,24000000,22099847,Lock Up,4.08.1989 00:00,109,6.4,32079,1989,0,-0.079173042,-10,9972,tt0097770,Lock Up,4.701379,Lock Up,1989
274,5000000,6157157,UHF,21.07.1989 00:00,97,7,22399,1989,1,0.2314314,20,11959,tt0098546,UHF,5.039273,UHF,1989
275,13000000,16823529,The Fabulous Baker Boys,13.10.1989 00:00,114,6.8,18751,1989,1,0.294117615,30,10875,tt0097322,The Fabulous Baker Boys,4.343506,The Fabulous Baker Boys,1989
276,5000000,6957975,Shag,21.07.1989 00:00,98,6.3,3203,1989,1,0.391595,40,38043,tt0098300,Shag,1.096473,Shag,1989
277,19000000,18254702,Crimes and Misdemeanors,3.11.1989 00:00,104,8,46269,1989,0,-0.039226211,0,11562,tt0097123,Crimes and Misdemeanors,6.645295,Crimes and Misdemeanors,1989
278,2800000,367879,Mystery Train,17.11.1989 00:00,110,7.6,20241,1989,0,-0.868614643,-90,11305,tt0097940,Mystery Train,4.814921,Mystery Train,1989
279,8000000,8143225,DeepStar Six,13.01.1989 00:00,105,5.2,7701,1989,1,0.017903125,0,11607,tt0097179,DeepStar Six,3.842769,DeepStar Six,1989
280,5000000,16554699,Shocker,27.10.1989 00:00,109,5.4,12181,1989,1,2.3109398,229,12521,tt0098320,Shocker,5.587765,Shocker,1989
281,15000000,40590000,Three Fugitives,27.01.1989 00:00,96,6.1,9199,1989,1,1.706,170,31608,tt0098471,Three Fugitives,3.96986,Three Fugitives,1989
282,10000000,2692037,Blind Fury,16.03.1990 00:00,86,6.3,11576,1989,0,-0.7307963,-70,19124,tt0096945,Blind Fury,6.617717,Blind Fury,1990
283,15000000,10763469,New York Stories,10.03.1989 00:00,124,6.4,14652,1989,0,-0.2824354,-30,9686,tt0097965,New York Stories,9.686985,New York Stories,1989
284,10000000,1272977,Robot Jox,21.11.1990 00:00,85,5.3,4665,1989,0,-0.8727023,-90,15618,tt0102800,Robot Jox,3.312779,Robot Jox,1990
285,4000000,192816,The Return of Swamp Thing,12.05.1989 00:00,84,4.5,3054,1989,0,-0.951796,-100,19142,tt0098193,The Return of Swamp Thing,2.876656,The Return of Swamp Thing,1989
286,16000000,16278590,Chances Are,10.03.1989 00:00,108,6.4,9105,1989,1,0.017411875,0,3064,tt0097044,Chances Are,4.901036,Chances Are,1989
287,20000000,7237794,Johnny Handsome,29.09.1989 00:00,94,6.1,7483,1989,0,-0.6381103,-60,505,tt0097626,Johnny Handsome,9.059459,Johnny Handsome,1989
288,17000000,43247647,K-9,28.04.1989 00:00,101,6,27310,1989,1,1.543979235,150,10345,tt0097637,K-9,5.772293,K-9,1989
289,19000000,12143484,Pink Cadillac,26.05.1989 00:00,122,5.3,9301,1989,0,-0.360869263,-40,20006,tt0098097,Pink Cadillac,5.794189,Pink Cadillac,1989
290,8000000,16093651,No Holds Barred,2.06.1989 00:00,93,4.3,4966,1989,1,1.011706375,100,39002,tt0097987,No Holds Barred,0.863547,No Holds Barred,1989
291,12000000,11567217,Police Academy 6: City Under Siege,10.03.1989 00:00,84,4.2,23683,1989,0,-0.03606525,0,11895,tt0098105,Police Academy 6: City Under Siege,5.612379,Police Academy 6: City Under Siege,1989
292,13000000,22030000,Cousins,10.02.1989 00:00,109,6.3,3667,1989,1,0.694615385,70,31674,tt0097116,Cousins,7.584638,Cousins,1989
293,5000000,1919653,Communion,10.11.1989 00:00,106,5.7,4489,1989,0,-0.6160694,-60,28774,tt0097100,Communion,2.628306,Communion,1989
